;;;;
Tilltalsnamn, antal bärare och medelålder för folkbokförda män 31 december 2022;;;;
Tilltalsnamn med minst två bärare, medelålder redovisas där antal bärare är 10 eller fler;;;;
;;;;
Tilltalsnamn;Antal bärare;Medelålder;;
ABDULHALIK;2;-;;
ABDULHALIM;29;41,8;;
ABDUL-HALIM;6;-;;
ABDULHAMED;10;28,8;;
ABDULHAMEED;19;37;;
ABDULHAMID;149;35;;
ABDUL-HAMID;2;-;;
ABDULHAMIT;7;-;;
ABDULHANAN;6;-;;
ABDULHANNAN;10;29,1;;
ABDULHAQ;3;-;;
ABDULHASIB;3;-;;
ABDULHASSAN;2;-;;
ABDULHAY;8;-;;
ABDULHUSAIN;2;-;;
ABDULHUSSAIN;3;-;;
ABDULHUSSEIN;16;48,9;;
ABDULIE;2;-;;
ABDULILAH;30;34,3;;
ABDULJABAR;14;31,1;;
ABDULJABBAR;24;47,2;;
ABDULJALEEL;2;-;;
ABDULJALIL;22;39,5;;
ABDULJAWAD;12;41,9;;
ABDULKAADIR;3;-;;
ABDULKABIR;2;-;;
ABDULKADER;331;36;;
ABDULKADIR;566;38,9;;
ABDUL-KADIR;2;-;;
ABDULKAFI;7;-;;
ABDULKAHAR;3;-;;
ABDULKAMIL;2;-;;
ABDULKANI;4;-;;
ABDULKAREEM;62;40;;
ABDUL-KAREEM;2;-;;
ABDULKAREM;12;31,6;;
ABDULKARIM;344;37,1;;
ABDUL-KARIM;12;45,7;;
ABDULKAZEM;2;-;;
ABDULKERIM;41;36,8;;
ABDUL-KERIM;2;-;;
ABDULKHADER;6;-;;
ABDULKHADIR;8;-;;
ABDULKHALEGH;2;-;;
ABDULKHALEK;12;35,5;;
ABDUL-KHALEK;2;-;;
ABDULKHALEQ;8;-;;
ABDULKHALIK;9;-;;
ABDULKHALIQ;14;40,8;;
ABDULKHALK;2;-;;
ABDULKRIM;2;-;;
ABDULL;24;45,7;;
ABDULLA;347;32,8;;
ABDULLAA;2;-;;
ABDULLAAH;2;-;;
ABDULLAAHI;24;27,8;;
ABDULLAH;2 819;27,1;;
ABDULLAHAD;5;-;;
ABDULLAHAT;2;-;;
ABDULLAHEL;2;-;;
ABDULLAHI;1 524;27,8;;
ABDULLAHI HASSAN;2;-;;
ABDULLALI;2;-;;
ABDULLATEEF;3;-;;
ABDULLATEF;5;-;;
ABDULLATIF;114;36,7;;
ABDUL-LATIF;3;-;;
ABDULLAZIZ;10;27,1;;
ABDULLE;8;-;;
ABDULLH;4;-;;
ABDULLHA;4;-;;
ABDULLHADI;3;-;;
ABDULLHAMID;3;-;;
ABDULLKADIR;3;-;;
ABDULLKARIM;5;-;;
ABDULLNASER;3;-;;
ABDULLO;3;-;;
ABDULLOH;19;10;;
ABDULLOKH;7;-;;
ABDULLRAHIM;2;-;;
ABDULLRAHMAN;27;23,1;;
ABDULLRHMAN;4;-;;
ABDULLSALAM;2;-;;
ABDULMAAJID;2;-;;
ABDULMAGID;2;-;;
ABDULMAHDI;8;-;;
ABDULMAJED;14;33,9;;
ABDULMAJEED;13;31,4;;
ABDULMAJID;74;28,8;;
ABDULMALAK;3;-;;
ABDULMALEK;57;27;;
ABDULMALIK;35;23,8;;
ABDUL-MALIK;9;-;;
ABDULMALK;2;-;;
ABDULMANAN;9;-;;
ABDULMANNAN;12;40,1;;
ABDULMASEEH;3;-;;
ABDULMASEH;4;-;;
ABDULMASIH;49;55;;
ABDULMASSIH;5;-;;
ABDULMATIN;3;-;;
ABDULMAWLA;3;-;;
ABDULMECIT;5;-;;
ABDULMEHDI;2;-;;
ABDULMELIK;8;-;;
ABDULMENAF;2;-;;
ABDULMENEM;2;-;;
ABDULMESIH;9;-;;
ABDULMJID;2;-;;
ABDULMOHAIMEN;6;-;;
ABDULMOHSEN;5;-;;
ABDULMOHSIN;4;-;;
ABDULMOIN;3;-;;
ABDULMOLA;2;-;;
ABDULMONEM;11;36,9;;
ABDULMOTALEB;2;-;;
ABDULMOUMEN;2;-;;
ABDULMOUNEM;6;-;;
ABDULMUAIN;4;-;;
ABDULMUEEN;2;-;;
ABDULMUIN;2;-;;
ABDULMUIZ;3;-;;
ABDULMUIZZ;2;-;;
ABDULMUJIB;2;-;;
ABDULMUNEM;16;40,2;;
ABDULMUNIM;2;-;;
ABDULMUTALEB;2;-;;
ABDULMUTI;3;-;;
ABDULMUTTALIP;3;-;;
ABDULNABI;3;-;;
ABDULNAFEH;2;-;;
ABDULNASER;53;41,4;;
ABDULNASIR;12;38,3;;
ABDULNASSER;23;46,9;;
ABDUL-NASSER;2;-;;
ABDULNASSIR;2;-;;
ABDULNOOR;3;-;;
ABDULNOUR;9;-;;
ABDULQAADIR;5;-;;
ABDULQADER;48;30,4;;
ABDULQADIR;106;33,7;;
ABDULQAHAR;2;-;;
ABDULQALIQ;2;-;;
ABDULQANI;8;-;;
ABDULQAYOOM;2;-;;
ABDULRAHAMAN;2;-;;
ABDULRAHEEM;13;26,7;;
ABDULRAHEM;7;-;;
ABDULRAHIIM;2;-;;
ABDULRAHIM;106;36,3;;
ABDULRAHMAN;1 243;24,8;;
ABDUL-RAHMAN;15;25,2;;
ABDULRAHMEN;2;-;;
ABDUL-RAKHMAN;2;-;;
ABDULRAMAN;2;-;;
ABDULRAOOF;5;-;;
ABDULRAOUF;21;30,7;;
ABDULRASHID;5;-;;
ABDULRAUF;10;40,3;;
ABDULRAZAGH;3;-;;
ABDULRAZAK;98;34,8;;
ABDULRAZAQ;20;34,6;;
ABDULRAZIK;2;-;;
ABDULRAZIQ;2;-;;
ABDULRAZZAK;43;34,5;;
ABDULRAZZAQ;32;33,8;;
ABDULREDHA;2;-;;
ABDULREHMAN;5;-;;
ABDULREZA;5;-;;
ABDULREZAK;6;-;;
ABDULREZAQ;2;-;;
ABDULRHMAN;50;27,9;;
ABDULRIDHA;7;-;;
ABDULRIZAK;4;-;;
ABDULRUHMAN;4;-;;
ABDULRZAK;4;-;;
ABDULSABOOR;2;-;;
ABDULSAHIB;6;-;;
ABDULSALAM;142;38,5;;
ABDUL-SALAM;3;-;;
ABDULSAMAD;19;36,7;;
ABDULSAMEA;2;-;;
ABDULSAMED;8;-;;
ABDULSAMEEA;2;-;;
ABDULSAMET;5;-;;
ABDULSAMI;4;-;;
ABDULSAMIE;2;-;;
ABDULSATAR;18;44,2;;
ABDULSATER;3;-;;
ABDULSATTAR;39;42,4;;
ABDUL-SATTAR;2;-;;
ABDULSELAM;5;-;;
ABDULSHAKOR;2;-;;
ABDULSHAKUR;2;-;;
ABDULVAHAP;8;-;;
ABDULVAHED;2;-;;
ABDULWADOD;2;-;;
ABDULWADOUD;3;-;;
ABDULWADUD;4;-;;
ABDULWAHAB;104;35,7;;
ABDULWAHED;15;39,1;;
ABDULWAHHAB;7;-;;
ABDULWAHID;25;36,5;;
ABDULWAKEEL;2;-;;
ABDULWAKIL;2;-;;
ABDULWALI;5;-;;
ABDULWASE;2;-;;
ABDULWASI;4;-;;
ABDULWASIE;3;-;;
ABDULWHAB;3;-;;
ABDULZAHER;3;-;;
ABDULZAHRA;3;-;;
ABDUMAJID;3;-;;
ABDUMALIK;4;-;;
ABDUMUTAL;2;-;;
ABDUN;2;-;;
ABDUNASER;2;-;;
ABDUNASIR;2;-;;
ABDUNOSIR;2;-;;
ABDUQAADIR;2;-;;
ABDUQADIR;35;28;;
ABDUR;34;33,6;;
ABDUR REHMAN;2;-;;
ABDURAHIM;30;26,6;;
ABDURAHMAN;184;28,5;;
ABDURAHMON;4;-;;
ABDURAKHIM;4;-;;
ABDURAKHMAN;9;-;;
ABDURAKHMON;8;-;;
ABDURASHID;7;-;;
ABDURASSUL;2;-;;
ABDURASUL;3;-;;
ABDURAUF;4;-;;
ABDURAZAK;9;-;;
ABDURAZAQ;2;-;;
ABDUREHMAN;6;-;;
ABDURESHID;2;-;;
ABDUREZAK;9;-;;
ABDURHMAN;4;-;;
ABDUROHMAN;2;-;;
ABDURRAHEEM;2;-;;
ABDURRAHIM;30;34,7;;
ABDURRAHMAAN;2;-;;
ABDURRAHMAN;125;27,3;;
ABDUR-RAHMAN;2;-;;
ABDURRAOUF;2;-;;
ABDURRAZAQ;3;-;;
ABDUS;13;53,2;;
ABDUSAID;4;-;;
ABDUSALAAM;3;-;;
ABDUSALAM;21;36,3;;
ABDUSAMAD;4;-;;
ABDUSELAM;29;42,1;;
ABDUSEMED;2;-;;
ABDUSHUKUR;2;-;;
ABDUSLAM;3;-;;
ABDUSSALAM;7;-;;
ABDUSSAMED;2;-;;
ABDUWAHAB;4;-;;
ABDUWAHID;3;-;;
ABDUWALI;6;-;;
ABDYL;2;-;;
ABDYLAZIZ;2;-;;
ABDÜLAZIZ;2;-;;
ABDÜLHAMID;2;-;;
ABDÜLKADIR;10;41,8;;
ABDÜLKERIM;3;-;;
ABDÜLMECIT;3;-;;
ABDÜLVAHIT;2;-;;
ABE;5;-;;
ABEAL;2;-;;
ABEBAW;3;-;;
ABEBAYEHU;2;-;;
ABEBE;27;54,8;;
ABED;317;30,8;;
ABED ALRAHMAN;6;-;;
ABEDA;2;-;;
ABEDALAZIZ;4;-;;
ABEDALFATAH;2;-;;
ABEDALI;2;-;;
ABEDALKADER;2;-;;
ABEDALLAH;8;-;;
ABEDALMASIH;2;-;;
ABEDALRAHMAN;11;14,3;;
ABEDALSALAM;2;-;;
ABEDDIN;2;-;;
ABEDE;2;-;;
ABEDELRAHMAN;4;-;;
ABEDI;2;-;;
ABEDIN;68;42,4;;
ABEDOM;4;-;;
ABEDRAHMAN;2;-;;
ABEDULLAH;4;-;;
ABEER;13;24,6;;
ABEIL;4;-;;
ABEL;597;23,6;;
ÁBEL;12;13,4;;
ABEL ABRAHAM;2;-;;
ABELARDO;8;-;;
ABELE;3;-;;
ABELL;3;-;;
ABENAZER;4;-;;
ABENET;3;-;;
ABENEZER;18;17,6;;
ABENOB;3;-;;
ABENZER;2;-;;
ABERA;7;-;;
ABERHAM;2;-;;
ABERON;2;-;;
ABERRA;3;-;;
ABESALOM;2;-;;
ABESELOM;3;-;;
ABEY;3;-;;
ABGAR;25;41,4;;
ABHAR;2;-;;
ABHAY;29;30,1;;
ABHI;5;-;;
ABHIJAT;2;-;;
ABHIJEET;25;37,3;;
ABHIJIT;26;38,9;;
ABHIJITH;13;28;;
ABHIJOT;2;-;;
ABHIK;2;-;;
ABHILASH;28;32,2;;
ABHIMANYU;17;25;;
ABHINANDAN;8;-;;
ABHINASH;2;-;;
ABHINAV;55;26,1;;
ABHINAY;6;-;;
ABHIRAJ;2;-;;
ABHIRAM;16;13,9;;
ABHIROOP;3;-;;
ABHISEK;5;-;;
ABHISHEK;157;33,7;;
ABI;16;38,4;;
ABIB;7;-;;
ABIBAKAR;3;-;;
ABID;115;42;;
ABIDAL;2;-;;
ABIDEMI;2;-;;
ABIDIN;25;49,5;;
ABIDUR;2;-;;
ABIEL;111;22,3;;
ABIESELOM;2;-;;
ABIIB;3;-;;
ABIL;4;-;;
ABILASH;3;-;;
ABILIO;3;-;;
ABIM;4;-;;
ABIMAEL;4;-;;
ABIMBOLA;3;-;;
ABIN;8;-;;
ABINABI;6;-;;
ABINASH;8;-;;
ABINAYAN;2;-;;
ABINER;6;-;;
ABINEZER;5;-;;
ABIODUN;8;-;;
ABIOLA;2;-;;
ABIR;27;23,3;;
ABIRU;2;-;;
ABISELOM;2;-;;
ABISH;3;-;;
ABISHAN;2;-;;
ABISHEK;8;-;;
ABISOLOM;4;-;;
ABIT;15;44,8;;
ABIY;15;41,7;;
ABIYEL;2;-;;
ABIZER;2;-;;
ABJAR;21;45,9;;
ABKAR;5;-;;
ABKER;2;-;;
ABLAHAD;20;57,3;;
ABLAI;2;-;;
ABLAYE;3;-;;
ABLEL;9;-;;
ABLELOM;10;34,5;;
ABLIE;6;-;;
ABLIKIM;2;-;;
ABNER;17;27,5;;
ABNET;4;-;;
ABO;18;39;;
ABOALFADEL;2;-;;
ABOBAKAR;3;-;;
ABOBAKER;20;28;;
ABOBAKIR;5;-;;
ABOBAKR;19;42,9;;
ABOD;21;39,6;;
ABODE;2;-;;
ABODI;6;-;;
ABODY;2;-;;
ABOKAR;8;-;;
ABOKOR;19;24,5;;
ABOL;5;-;;
ABOLADE;2;-;;
ABOLAJI;2;-;;
ABOLFAZAL;2;-;;
ABOLFAZEL;5;-;;
ABOLFAZI;8;-;;
ABOLFAZL;171;25,3;;
ABOLGASEM;3;-;;
ABOLGHASEM;25;68,3;;
ABOLGHASSEM;7;-;;
ABOLHASSAN;6;-;;
ABONOB;2;-;;
ABOOBAKR;2;-;;
ABOOD;13;46,1;;
ABOOZAR;4;-;;
ABOTALEB;2;-;;
ABOU;22;34,9;;
ABOU BAKR;3;-;;
ABOUBACAR;27;29,5;;
ABOUBACARR;3;-;;
ABOUBAKAR;11;24,1;;
ABOUBAKER;14;28,9;;
ABOUBAKR;14;38,8;;
ABOUD;77;40,3;;
ABOUDOU;2;-;;
ABOULFAZL;6;-;;
ABOULGHASEM;4;-;;
ABOUZAR;5;-;;
ABOZAR;20;22,4;;
ABRA;2;-;;
ABRAAM;2;-;;
ABRAAO;2;-;;
ABRAHA;21;56,5;;
ABRAHALE;12;39,7;;
ABRAHALEY;6;-;;
ABRAHAM;751;34,7;;
ABRAHAN;2;-;;
ABRAHEEM;3;-;;
ABRAHEM;8;-;;
ABRAHIM;35;36,4;;
ABRAHMAN;2;-;;
ABRAM;23;31,1;;
ABRAMO;2;-;;
ABRAR;57;26,1;;
ABREHAM;13;31,1;;
ABREHE;4;-;;
ABRHA;7;-;;
ABRHALE;12;30,9;;
ABRHALEY;4;-;;
ABRHAM;68;32;;
ABRI;2;-;;
ABROHOM;2;-;;
ABROR;7;-;;
ABSALOM;2;-;;
ABSAME;3;-;;
ABSAR;2;-;;
ABSHAR;2;-;;
ABSHER;2;-;;
ABSHIR;156;30,2;;
ABSI;4;-;;
ABTIN;63;25;;
ABU;166;34,7;;
ABU BAKER;3;-;;
ABU BAKR;12;14,4;;
ABU ZARR;2;-;;
ABUBACAR;7;-;;
ABUBACARR;11;28,3;;
ABUBAKAR;215;20,6;;
ABU-BAKAR;9;-;;
ABUBAKARI;2;-;;
ABUBAKER;57;32,6;;
ABUBAKIR;9;-;;
ABUBAKR;47;18,6;;
ABU-BAKR;2;-;;
ABUBEKER;28;33,2;;
ABUBEKIR;3;-;;
ABUD;16;39,6;;
ABUDI;3;-;;
ABUELGASIM;3;-;;
ABUKAR;198;34,8;;
ABUKER;3;-;;
ABUL;49;43,2;;
ABULFAT;4;-;;
ABULFAZ;4;-;;
ABULFAZAL;3;-;;
ABULFAZEL;7;-;;
ABULFAZI;2;-;;
ABULFAZIL;3;-;;
ABULFAZL;53;20,5;;
ABULLFAZEL;3;-;;
ABUU;2;-;;
ABUUBAKAR;6;-;;
ABUUKAR;20;33,3;;
ABUYE;2;-;;
ABUZAR;27;23,4;;
ABUZER;11;44,8;;
ABY;3;-;;
ABYAN;5;-;;
ABYEL;3;-;;
ABYNABI;3;-;;
ACA;16;48,4;;
ACAYMO;2;-;;
ACCEL;2;-;;
ACE;51;17,6;;
ACHA;3;-;;
ACHILEAS;2;-;;
ACHILLE;16;28,8;;
ACHILLEAS;42;25,9;;
ACHILLEFS;9;-;;
ACHILLES;30;19,7;;
ACHILLEUS;2;-;;
ACHIM;28;50,7;;
ACHIN;2;-;;
ACHINTYA;3;-;;
ACHIRA;2;-;;
ACHIRAWAT;2;-;;
ACHIT;2;-;;
ACHMAD;5;-;;
ACHMED;2;-;;
ACHMET;3;-;;
ACHOT;3;-;;
ACHOUR;18;54,1;;
ACHRAF;63;33,2;;
ACHREF;7;-;;
ACHYUT;4;-;;
ACHYUTH;4;-;;
ACIF;2;-;;
ACIM;2;-;;
ACKAD;2;-;;
ACKE;169;24,2;;
ACKI;4;-;;
ACKIM;3;-;;
ACKIS;5;-;;
ACKO;2;-;;
ACO;31;55,7;;
ACRAM;3;-;;
AD;2;-;;
ADA;6;-;;
ADAAM;3;-;;
ADAD;6;-;;
ADAI;10;20,5;;
ADAIR;2;-;;
ADAL;19;28,6;;
ADALAT;2;-;;
ADALBERT;13;64,2;;
ADALBERTO;15;44,5;;
ADALET;2;-;;
ADALSTEINN;4;-;;
ADAM;25 791;22;;
ADÁM;2;-;;
ÁDÁM;55;24,2;;
ADAM AHMAD;3;-;;
ADAM AHMED;2;-;;
ADAM MOHAMED;2;-;;
ADAM MOHAMMED;2;-;;
ADAMA;48;31,7;;
ADAMANTIOS;2;-;;
ADAMAS;9;-;;
ADAM-MOHAMMED;2;-;;
ADAMO;4;-;;
ADAMS;11;38;;
ADAMU;3;-;;
ADAN;187;33,5;;
ADÁN;2;-;;
ADANAN;3;-;;
ADANE;12;49,4;;
ADANI;3;-;;
ADAO;3;-;;
ADAR;79;10,2;;
ADARSH;28;26,4;;
ADAS;18;10,8;;
ADAWE;3;-;;
ADAY;21;31,6;;
ADDAI;2;-;;
ADDAM;3;-;;
ADDAY;4;-;;
ADDE;45;32,9;;
ADDEL;3;-;;
ADDELL;2;-;;
ADDI;29;24,5;;
ADDIE;2;-;;
ADDIN;3;-;;
ADDIS;22;34,6;;
ADDISALEM;2;-;;
ADDISON;2;-;;
ADDISU;7;-;;
ADDO;5;-;;
ADDY;3;-;;
ADE;13;41,3;;
ADEB;5;-;;
ADEBAYO;6;-;;
ADEBOWALE;6;-;;
ADEDAPO;2;-;;
ADEDEJI;3;-;;
ADEEB;27;32,5;;
ADEEL;75;33,7;;
ADEEM;2;-;;
ADEFEMI;2;-;;
ADEI;2;-;;
ADEKUNLE;6;-;;
ADEL;1 115;40;;
ADELARD;3;-;;
ADELE;2;-;;
ADELIN;14;32,8;;
ADELINO;5;-;;
ADELIO;2;-;;
ADELL;2;-;;
ADELMO;9;-;;
ADEM;736;32,6;;
ADEMAR;6;-;;
ADEMIR;36;32,9;;
ADEMOLA;2;-;;
ADEMS;2;-;;
ADEN;168;37,9;;
ADENIS;2;-;;
ADENIYI;3;-;;
ADEO;2;-;;
ADEOLA;5;-;;
ADEOLU;2;-;;
ADEOLUWA;2;-;;
ADEREMI;2;-;;
ADERITO;3;-;;
ADÉRITO;2;-;;
ADERSH;2;-;;
ADESH;3;-;;
ADESHINA;4;-;;
ADESOLA;3;-;;
ADETOKUNBO;4;-;;
ADETUNJI;2;-;;
ADEWALE;4;-;;
ADEY;2;-;;
ADEYEMI;6;-;;
ADEYINKA;2;-;;
ADHAM;240;25,8;;
ADHANA;2;-;;
ADHANOM;56;33,6;;
ADHARV;4;-;;
ADHAV;2;-;;
ADHAVAN;3;-;;
ADHEM;7;-;;
ADHEMAR;4;-;;
ADHID;2;-;;
ADHIN;2;-;;
ADHIR;2;-;;
ADHIRAN;2;-;;
ADHISH;2;-;;
ADHITH;2;-;;
ADHITHYAN;2;-;;
ADHRIT;7;-;;
ADHURIM;23;25;;
ADHVIK;9;-;;
ADHYANSH;2;-;;
ADHYAYAN;2;-;;
ADI;191;24,8;;
ADIAN;87;6,6;;
ADIB;135;42,1;;
ADIBULLAH;3;-;;
ADIEL;14;13,4;;
ADIGÜZEL;2;-;;
ADIJAN;17;8,3;;
ADIJAT;2;-;;
ADIL;531;36,2;;
ADILAN;2;-;;
ADILET;4;-;;
ADILON;3;-;;
ADILS;6;-;;
ADILSON;11;34,4;;
ADILZHAN;3;-;;
ADIM;3;-;;
ADIMIR;3;-;;
ADIN;235;14;;
ADINARAYANA;3;-;;
ADION;5;-;;
ADIP;3;-;;
ADIS;439;32,3;;
ADISAK;16;31,9;;
ADISH;2;-;;
ADISON;11;35;;
ADISORN;8;-;;
ADISU;2;-;;
ADIT;4;-;;
ADITH;3;-;;
ADITHEP;3;-;;
ADITHYA;26;24,1;;
ADITYA;119;26,6;;
ADIV;3;-;;
ADIYA;3;-;;
ADIYAT;2;-;;
ADJMAL;3;-;;
ADKHAM;2;-;;
ADL;2;-;;
ADLAN;17;30,5;;
ADLANE;2;-;;
ADLER;6;-;;
ADLI;11;41,1;;
ADM;6;-;;
ADMAS;6;-;;
ADMASU;4;-;;
ADMER;3;-;;
ADMIN;3;-;;
ADMIR;488;37,6;;
ADMIRAL;2;-;;
ADMON;23;41,2;;
ADMOON;3;-;;
ADMOUN;11;53,8;;
ADMUN;2;-;;
ADNAAN;42;16,1;;
ADNAN;2 370;36,2;;
ADNAND;2;-;;
ADNANE;10;41,6;;
ADNEL;9;-;;
ADNEN;3;-;;
ADNI;4;-;;
ADNIN;2;-;;
ADNON;2;-;;
ADO;18;32,9;;
ADOLF;131;74;;
ADOLFAS;3;-;;
ADOLFO;63;57,1;;
ADOLIN;3;-;;
ADOLPH;6;-;;
ADOLPHE;11;40,6;;
ADOLPHUS;3;-;;
ADOM;3;-;;
ADOMAS;30;17,7;;
ADON;6;-;;
ADONAI;38;14,1;;
ADONAJ;3;-;;
ADONAY;112;11,9;;
ADONES;2;-;;
ADONIA;2;-;;
ADONIAS;5;-;;
ADONIK;2;-;;
ADONIS;83;19,8;;
ADONIT;3;-;;
ADONIYAS;4;-;;
ADONY;2;-;;
ADOR;11;20,6;;
ADORIAN;2;-;;
ADOUM;3;-;;
ADOW;5;-;;
ADRAHMAN;2;-;;
ADREAN;9;-;;
ADREANO;2;-;;
ADREES;7;-;;
ADRI;8;-;;
ADRIA;4;-;;
ADRIÀ;3;-;;
ADRIAAN;34;43,1;;
ADRIAM;2;-;;
ADRIAN;10 733;16,7;;
ADRIÁN;64;14,2;;
ADRÍAN;2;-;;
ÁDRIAN;2;-;;
ADRIAN-ALEXANDRU;3;-;;
ADRIAN-CRISTIAN;4;-;;
ADRIAN-DANIEL;2;-;;
ADRIANE;2;-;;
ADRIAN-FLORIN;3;-;;
ADRIAN-IONEL;3;-;;
ADRIAN-IONUT;4;-;;
ADRIAN-MARIAN;2;-;;
ADRIANN;2;-;;
ADRIAN-NICOLAE;5;-;;
ADRIANO;249;22,2;;
ADRIANOS;2;-;;
ADRIAN-RADU;3;-;;
ADRIANS;12;11,1;;
ADRIAN-STEFAN;5;-;;
ADRIANUS;42;60,5;;
ADRIATIK;28;26,9;;
ADRIE;2;-;;
ADRIEL;64;10,6;;
ADRIEN;92;26,7;;
ADRIHAN;2;-;;
ADRIJAN;47;20;;
ADRIJANO;6;-;;
ADRIJUS;5;-;;
ADRIK;3;-;;
ADRIN;9;-;;
ADRION;4;-;;
ADRIS;12;39,9;;
ADRIYAN;6;-;;
ADRJAN;2;-;;
ADRYAN;8;-;;
ADRYANO;2;-;;
ADSON;2;-;;
ADU;3;-;;
ADUL;4;-;;
ADULIS;4;-;;
ADUN;4;-;;
ADUNWIT;2;-;;
ADUS;2;-;;
ADVAIT;18;8;;
ADVAITA;2;-;;
ADVAITH;26;10;;
ADVAN;14;32,1;;
ADVAY;7;-;;
ADVER;2;-;;
ADVIK;35;5,1;;
ADVIN;10;14,6;;
ADVIT;3;-;;
ADVITH;5;-;;
ADWAIT;2;-;;
ADWAN;2;-;;
ADWAR;31;58,5;;
ADWARD;2;-;;
ADWIN;2;-;;
ADY;3;-;;
ADYAAN;3;-;;
ADYAN;40;7,2;;
ADYANTH;2;-;;
ADYLZHAN;3;-;;
AEAD;5;-;;
AED;9;-;;
AEDAN;12;11,7;;
AEDEN;2;-;;
AEDIN;2;-;;
AEGIR;5;-;;
AEHAM;10;23,2;;
AEID;4;-;;
AEIN;2;-;;
AEKKACHAI;3;-;;
AEKKAPHON;2;-;;
AELE;3;-;;
AEMAD;4;-;;
AEMAN;19;34,7;;
AEMN;2;-;;
AEMRO;2;-;;
AENEAS;17;15,5;;
AENGUS;4;-;;
AEON;2;-;;
AERON;3;-;;
AESAR;3;-;;
AEUB;2;-;;
AEVAN;3;-;;
AEVAR;2;-;;
ÆVAR;2;-;;
AFAK;2;-;;
AFAN;8;-;;
AFAQ;11;25,5;;
AFEEF;4;-;;
AFEF;2;-;;
AFET;4;-;;
AFEWERKI;35;43,4;;
AFEWORK;8;-;;
AFEWORKI;8;-;;
AFFA;2;-;;
AFFAN;30;16,6;;
AFFE;21;32,8;;
AFFO;2;-;;
AFGHAN;3;-;;
AFI;4;-;;
AFIF;49;41,8;;
AFIZ;3;-;;
AFNAAN;2;-;;
AFNAN;18;13,6;;
AFO;2;-;;
AFOLABI;4;-;;
AFONSO;23;30,1;;
AFORKI;2;-;;
AFOWERKI;2;-;;
AFRA;4;-;;
AFRAH;6;-;;
AFRAHA;3;-;;
AFRAHIM;3;-;;
AFRAM;227;44,7;;
AFRASIAB;3;-;;
AFRASYAB;2;-;;
AFRAZ;6;-;;
AFREM;27;39,8;;
AFRIDI;2;-;;
AFRIM;216;47,3;;
AFRO;2;-;;
AFSAR;5;-;;
AFSHAR;11;38,3;;
AFSHIN;178;43,4;;
AFTAB;40;40,9;;
AFWERKI;3;-;;
AFZAAL;11;36,2;;
AFZAL;37;45,2;;
AGA;10;28,2;;
AGAH;2;-;;
AGAHAN;2;-;;
AGAM;10;11,1;;
AGAMJOT;2;-;;
AGAMVIR;2;-;;
AGAN;17;53,6;;
AGANZE;3;-;;
AGAPE;2;-;;
AGAR;8;-;;
AGARAN;2;-;;
AGARDH;2;-;;
AGASH;2;-;;
AGASTHYA;3;-;;
AGASTYA;12;4,7;;
AGATHANGELOS;3;-;;
AGATHON;33;11,6;;
AGATINO;2;-;;
AGATON;306;12,9;;
AGAZI;2;-;;
AGBOR;5;-;;
AGE;19;71,7;;
AGEAD;3;-;;
AGEED;3;-;;
AGEEL;2;-;;
AGEL;3;-;;
AGELOS;6;-;;
AGGE;16;69,3;;
AGGELOS;10;14;;
AGHA;18;41,9;;
AGHASHIRIN;2;-;;
AGHASI;4;-;;
AGHEAD;5;-;;
AGHIAD;22;21,5;;
AGHID;2;-;;
AGHIL;9;-;;
AGHNATIOS;3;-;;
AGHYAD;26;25,5;;
AGI;2;-;;
AGIAD;3;-;;
AGID;26;33,4;;
AGIL;12;35,3;;
AGIM;252;49,1;;
AGIR;3;-;;
AGIT;32;23,6;;
AGJELOS;3;-;;
AGNALDO;2;-;;
AGNAR;41;38,4;;
AGNE;970;69,5;;
AGNELO;3;-;;
AGNER;4;-;;
AGNES;4;-;;
AGNI;3;-;;
AGNIS;12;40,7;;
AGO;16;51,9;;
AGOB;7;-;;
AGON;92;21,9;;
AGONIS;5;-;;
AGOP;21;59,6;;
AGOSTIN;6;-;;
AGOSTINHO;6;-;;
AGOSTINO;3;-;;
AGOSTON;4;-;;
ÁGOSTON;2;-;;
AGOT;2;-;;
AGREEN;2;-;;
AGRI;14;19,2;;
AGRIN;25;14,5;;
AGRIPINO;2;-;;
AGRIS;18;39,8;;
AGRON;239;42,1;;
AGUINALDO;3;-;;
AGUNG;2;-;;
AGUS;6;-;;
AGUSH;7;-;;
AGUST;271;12,9;;
ÁGÚST;19;22,3;;
AGUSTIN;95;38,8;;
AGUSTÍN;4;-;;
AGVAN;2;-;;
AGYAD;2;-;;
AGYEI;2;-;;
AGZIM;2;-;;
AH;12;50,2;;
AHAAN;11;6;;
AHAD;64;26,7;;
AHADI;4;-;;
AHADU;3;-;;
AHADULLAH;2;-;;
AHAMAD;18;28,5;;
AHAMED;19;29,1;;
AHAMMAD;3;-;;
AHAMMED;2;-;;
AHANAF;2;-;;
AHARON;4;-;;
AHASAN;5;-;;
AHCENE;2;-;;
AHCÉNE;2;-;;
AHD;8;-;;
AHDAN;2;-;;
AHDRIAN;2;-;;
AHED;36;32,4;;
AHEL;2;-;;
AHFEROM;9;-;;
AHI;2;-;;
AHID;3;-;;
AHIKAR;2;-;;
AHIL;21;3,6;;
AHILAN;2;-;;
AHILEAS;3;-;;
AHIN;4;-;;
AHIYAN;2;-;;
AHL;3;-;;
AHLBIN;4;-;;
AHLE;2;-;;
AHLEXANDER;2;-;;
