;;;;
Tilltalsnamn, antal bärare och medelålder för folkbokförda män 31 december 2022;;;;
Tilltalsnamn med minst två bärare, medelålder redovisas där antal bärare är 10 eller fler;;;;
;;;;
Tilltalsnamn;Antal bärare;Medelålder;;
ROMICA;12;44,7;;
ROMIEL;3;-;;
ROMIK;4;-;;
ROMIL;12;32,4;;
ROMIN;2;-;;
ROMIO;10;42,7;;
ROMIR;2;-;;
ROMIT;3;-;;
ROMKA;2;-;;
ROML;3;-;;
ROMMEL;13;41,5;;
ROMMIN;2;-;;
ROMODAN;15;33,7;;
ROMUALD;42;60,5;;
ROMUALDAS;16;46,7;;
ROMUALDO;3;-;;
ROMUALDS;2;-;;
ROMULO;13;46,4;;
RÓMULO;2;-;;
ROMULUS;14;51,9;;
ROMY;5;-;;
RON;93;36,3;;
RONAK;14;30,1;;
RONAL;5;-;;
RONALD;911;62,2;;
RONALDAS;7;-;;
RONALDINHO;2;-;;
RONALDO;59;28;;
RONALDS;5;-;;
RONALDUS;4;-;;
RONAN;35;29,2;;
RONAS;29;16,8;;
RONAV;3;-;;
RONAY;3;-;;
ROND;6;-;;
RONDY;4;-;;
RONE;2;-;;
RONEL;9;-;;
RONELL;7;-;;
RONEY;15;47,7;;
RONG;19;42,7;;
RONGHAN;2;-;;
RONGJUN;3;-;;
RONGLIANG;2;-;;
RONGQI;2;-;;
RONGQUAN;2;-;;
RONGSHENG;3;-;;
RONGWEI;2;-;;
RONGZHEN;2;-;;
RONI;387;21,8;;
RONÎ;2;-;;
RONIAR;2;-;;
RONIE;14;56,3;;
RONIJAN;2;-;;
RONIN;11;8;;
RONIT;4;-;;
RONJA;4;-;;
RONN;8;-;;
RONNARIT;2;-;;
RONNE;10;67,9;;
RONNEL;3;-;;
RONNEY;64;61,2;;
RONNI;103;53,9;;
RONNIE;2 371;53,5;;
RONNY;6 383;60,6;;
RONNYE;2;-;;
RONY;118;36,5;;
ROOBERT;2;-;;
ROOBLE;7;-;;
ROOD;2;-;;
ROODY;4;-;;
ROOGER;4;-;;
ROOH;4;-;;
ROOHAN;2;-;;
ROOHOLLAH;9;-;;
ROOHULLAH;3;-;;
ROONEY;15;28,6;;
ROONI;3;-;;
ROONY;6;-;;
ROOP;3;-;;
ROOPE;16;40,2;;
ROOPESH;2;-;;
ROOSEVELT;4;-;;
ROOZBEH;31;40,8;;
ROPEN;3;-;;
ROQUE;10;30,7;;
RORIE;2;-;;
RORIK;2;-;;
RORO;3;-;;
RORY;77;30,3;;
ROS;2;-;;
ROSAN;2;-;;
ROSARIO;29;50,4;;
ROSCOE;5;-;;
ROSE;2;-;;
ROSEN;25;39,3;;
ROSH;10;27,5;;
ROSHAAN;3;-;;
ROSHAN;75;31,5;;
ROSHAT;5;-;;
ROSHBIN;2;-;;
ROSHDI;5;-;;
ROSHGAR;3;-;;
ROSHITH;2;-;;
ROSHVAN;5;-;;
ROSLAN;4;-;;
ROSS;92;37,8;;
ROSSANO;3;-;;
ROSSE;2;-;;
ROSSEN;4;-;;
ROSSI;9;-;;
ROSSO;2;-;;
ROSTAM;52;37,7;;
ROSTEM;7;-;;
ROSTISLAV;21;50,7;;
ROSTOM;16;37,1;;
ROSTYSLAV;14;34,8;;
ROTIMI;6;-;;
ROUAID;2;-;;
ROUBAR;2;-;;
ROUBEL;3;-;;
ROUBEN;4;-;;
ROUDI;26;26,5;;
ROUDIN;3;-;;
ROUDY;8;-;;
ROUEL;2;-;;
ROUF;3;-;;
ROUGER;2;-;;
ROUHALLAH;2;-;;
ROUHI;4;-;;
ROUHOLLAH;21;37,7;;
ROUHULLAH;3;-;;
ROUJAN;2;-;;
ROUJEH;3;-;;
ROUKAN;2;-;;
ROUL;33;67,4;;
ROUMANY;9;-;;
ROUMEN;4;-;;
ROUNAK;2;-;;
ROUNI;11;20,5;;
ROUPEN;3;-;;
ROUSHAN;2;-;;
ROUSHDI;2;-;;
ROUSLAN;6;-;;
ROUSTAM;2;-;;
ROUVEN;5;-;;
ROUZAN;2;-;;
ROUZBEH;28;39,8;;
ROVAN;13;18,4;;
ROVANIO;2;-;;
ROVAR;2;-;;
ROVEL;2;-;;
ROVEN;2;-;;
ROVIN;2;-;;
ROVSHAN;18;38,9;;
ROWAID;7;-;;
ROWAN;35;23,4;;
ROWAR;2;-;;
ROWEID;3;-;;
ROWELL;4;-;;
ROWEN;6;-;;
ROWIN;2;-;;
ROWLAND;6;-;;
ROX;2;-;;
ROXANNA;3;-;;
ROY;2 278;57,9;;
ROYAL;19;23,2;;
ROYAN;13;34,2;;
ROYAR;5;-;;
ROYCE;15;30;;
ROYDEN;4;-;;
ROYER;2;-;;
ROYL;3;-;;
ROYN;2;-;;
ROYNE;277;62;;
ROYNER;2;-;;
ROYSTEN;2;-;;
ROZ;7;-;;
ROZAD;2;-;;
ROZAN;3;-;;
ROZBE;2;-;;
ROZBEH;37;38,8;;
ROZGAR;11;37,9;;
ROZH;18;22,3;;
ROZHAT;2;-;;
ROZHGAR;8;-;;
ROZHHAT;3;-;;
ROZHYAR;2;-;;
ROZI;2;-;;
ROZIN;2;-;;
ROZKAR;2;-;;
RRAHIM;24;46,2;;
RRAHMAN;15;40,4;;
RRAHMON;4;-;;
RREZART;13;24,6;;
RREZON;5;-;;
RRON;27;10,5;;
RRUSTEM;18;52,7;;
RSHAD;2;-;;
RSTOM;6;-;;
RU;8;-;;
RUAAN;3;-;;
RUAIRI;6;-;;
RUAIRÍ;3;-;;
RUAIRIDH;2;-;;
RUAN;11;29,8;;
RUARIDH;4;-;;
RUBAIYAT;2;-;;
RUBAN;4;-;;
RUBAR;7;-;;
RUBAYAT;2;-;;
RUBAYET;4;-;;
RUBEL;15;36,8;;
RUBEM;2;-;;
RUBEN;2 688;21,2;;
RUBÉN;33;38,9;;
RÚBEN;9;-;;
RUBENS;13;42,1;;
RUBERT;14;66,9;;
RUBIK;3;-;;
RUBIL;2;-;;
RUBIN;38;29,5;;
RUBINCHO;2;-;;
RUBY;4;-;;
RUCHAN;2;-;;
RUCHIR;4;-;;
RUCHIRA;3;-;;
RUD;8;-;;
RUDA;4;-;;
RUDAW;2;-;;
RUDDI;2;-;;
RUDDY;8;-;;
RUDE;9;-;;
RUDHA;2;-;;
RUDHRAN;3;-;;
RUDI;129;54,9;;
RUDIGER;3;-;;
RUDIN;6;-;;
RUDIS;3;-;;
RUDO;3;-;;
RUDOLF;419;65,7;;
RUDOLFS;15;24,6;;
RUDOLPH;23;53,3;;
RUDOLPHUS;4;-;;
RUDRA;19;12,4;;
RUDRAH;2;-;;
RUDRAKSH;4;-;;
RUDRANSH;10;5,6;;
RUDWAN;7;-;;
RUDY;70;43,2;;
RUDYARD;3;-;;
RUEBEN;3;-;;
RUEL;6;-;;
RUESOM;2;-;;
RUFAD;6;-;;
RUFAEL;42;7,7;;
RUFAI;3;-;;
RUFAIEL;2;-;;
RUFAT;32;35,5;;
RUFINO;2;-;;
RUFTA;8;-;;
RUFUS;436;13,2;;
RUFUZ;2;-;;
RUGGERO;6;-;;
RUGVED;4;-;;
RUHAAN;6;-;;
RUHALLAH;3;-;;
RUHAN;10;16,6;;
RUHAT;4;-;;
RUHI;6;-;;
RUHIN;3;-;;
RUHNE;2;-;;
RUHOLLA;6;-;;
RUHOLLAH;35;24,2;;
RUHULA;2;-;;
RUHULLA;5;-;;
RUHULLAH;19;25,5;;
RUI;144;37,4;;
RUIAN;4;-;;
RUIBIN;3;-;;
RUIBO;4;-;;
RUICHEN;11;7,5;;
RUIEN;4;-;;
RUIHAN;2;-;;
RUIHAO;2;-;;
RUIHUA;4;-;;
RUIJUN;3;-;;
RUIKANG;2;-;;
RUIKE;2;-;;
RUILIN;6;-;;
RUILONG;2;-;;
RUIMIN;2;-;;
RUIMING;4;-;;
RUIQI;11;19,2;;
RUITAO;2;-;;
RUIXING;2;-;;
RUIYAN;3;-;;
RUIYANG;6;-;;
RUIYI;2;-;;
RUIZHE;2;-;;
RUIZHI;3;-;;
RUKAN;4;-;;
RUKHSAR;5;-;;
RUKMAN;2;-;;
RUKSHAN;3;-;;
RULL;3;-;;
RULLE;6;-;;
RUMBO;2;-;;
RUMEN;21;39,3;;
RUMET;3;-;;
RUMI;16;9,4;;
RUMLE;2;-;;
RUMMAN;7;-;;
RUMON;2;-;;
RUMUALDO;2;-;;
RUN;5;-;;
RUNA;3;-;;
RUNAR;190;70,3;;
RÚNAR;15;27,2;;
RUNAV;2;-;;
RUNE;5 930;73,7;;
RUNI;5;-;;
RUNO;209;73,8;;
RUNSHENG;2;-;;
RUNTIAN;2;-;;
RUNZHE;3;-;;
RUOCHEN;2;-;;
RUOTONG;2;-;;
RUOYU;7;-;;
RUPAK;5;-;;
RUPAL;2;-;;
RUPAM;4;-;;
RUPERT;50;47,6;;
RUPERTO;6;-;;
RUPESH;20;36,2;;
RURIK;51;44,6;;
RUSALIN;4;-;;
RUSE;4;-;;
RUSEN;6;-;;
RUSHABH;3;-;;
RUSHAN;3;-;;
RUSHANK;2;-;;
RUSHDI;16;46,6;;
RUSHDY;2;-;;
RUSHEN;4;-;;
RUSHI;5;-;;
RUSHIKESH;3;-;;
RUSHIL;5;-;;
RUSHIT;9;-;;
RUSHYENDRA;2;-;;
RUSI;2;-;;
RUSID;5;-;;
RUSLAN;264;37,2;;
RUSLANAS;10;40,9;;
RUSLANS;28;42,9;;
RUSLI;2;-;;
RUSMIN;5;-;;
RUSMIR;40;48;;
RUSOM;7;-;;
RUSS;2;-;;
RUSSEL;17;46,2;;
RUSSELL;77;46,1;;
RUSSO;3;-;;
RUSSOM;34;42,6;;
RUSTAM;146;35,7;;
RUSTAMBEK;2;-;;
RUSTAMJON;5;-;;
RUSTAMZHAN;3;-;;
RUSTAN;131;61,3;;
RUSTEM;41;40;;
RUSTOM;15;36,4;;
RUSTUM;6;-;;
RUSTY;2;-;;
RUTGER;226;61,5;;
RUTHGER;3;-;;
RUTHVIK;4;-;;
RUTVIK;4;-;;
RUUBEN;2;-;;
RUUD;6;-;;
RUURD;2;-;;
RUUT;2;-;;
RUVEID;2;-;;
RUVIM;2;-;;
RUWAID;4;-;;
RUWAN;9;-;;
RUY;6;-;;
RUZBEH;6;-;;
RUZDI;10;44,7;;
RUZDIJA;18;56,1;;
RUZDO;2;-;;
RUZGAR;8;-;;
RUZHDI;41;49,5;;
RWAD;6;-;;
RWAN;2;-;;
RYAAN;3;-;;
RYAD;50;38,9;;
RYADH;3;-;;
RYAN;949;18,6;;
RYAN JAMES;2;-;;
RYDE;3;-;;
RYDER;10;10,6;;
RÜDIGER;54;68,2;;
RYE;3;-;;
RYEN;2;-;;
RYLAN;4;-;;
RYLEE;2;-;;
RYLEY;3;-;;
RYMER;2;-;;
RYMON;3;-;;
RYMOUN;2;-;;
RÜNNO;2;-;;
RYNO;48;72,4;;
RYO;11;25,7;;
RYOHEI;2;-;;
RYOSUKE;2;-;;
RÜSTEM;8;-;;
RÜSTÜ;3;-;;
RYSZARD;357;61,9;;
RÜTGER;3;-;;
RYTIS;31;29,5;;
RYU;7;-;;
RYUSTEM;2;-;;
RÜZGAR;19;10,6;;
RZGAR;23;50,1;;
RZKALLAH;2;-;;
RÅBERT;6;-;;
RÅBIN;3;-;;
RÅDE;2;-;;
RÅGER;15;64,2;;
RÅGHER;2;-;;
RÅLAND;3;-;;
RÅLF;2;-;;
RÄF;2;-;;
RÄV;3;-;;
RÖDE;2;-;;
RÖGNVALDUR;2;-;;
RÖNN;3;-;;
S;65;32,7;;
SA;3;-;;
SA´AD;4;-;;
SAA;2;-;;
SAABIR;39;8,9;;
SAABIT;2;-;;
SAACID;14;14,1;;
SAAD;873;41;;
SAÂD;2;-;;
SÁAD;4;-;;
SAADALDEEN;2;-;;
SAADALDIN;2;-;;
SAADALLA;5;-;;
SAADALLAH;14;45,6;;
SAADAQ;25;20,8;;
SAADAT;12;26,1;;
SAADE;5;-;;
SAADEDDIN;5;-;;
SAADEDDINE;7;-;;
SAADEH;5;-;;
SAADELDIN;4;-;;
SAADEQ;3;-;;
SAADI;36;46,9;;
SAADIQ;11;18,8;;
SAADO;3;-;;
SAADOLLAH;2;-;;
SAADON;5;-;;
SAADOON;5;-;;
SAADOUN;3;-;;
SAADULA;2;-;;
SAADULLA;2;-;;
SAADULLAH;5;-;;
SAAED;6;-;;
SAAER;2;-;;
SAAGAR;3;-;;
SAAHIL;9;-;;
SAAHIR;4;-;;
SAAIB;2;-;;
SAAID;34;33,8;;
SAAIM;2;-;;
SAAJID;3;-;;
SAALAH;5;-;;
SAALIM;9;-;;
SAAM;25;29,8;;
SAAMET;2;-;;
SAAMI;9;-;;
SAANIDHYA;2;-;;
SAAOD;4;-;;
SAAR;3;-;;
SAARE;3;-;;
SAARIM;2;-;;
SAATHVIK;10;7,2;;
SAATVIK;5;-;;
SABA;35;25,6;;
SABAH;334;55,6;;
SABAHAT;2;-;;
SABAHATIN;3;-;;
SABAHATTIN;11;64;;
SABAHET;4;-;;
SABAHON;2;-;;
SABAHTIN;2;-;;
SABAHUDIN;135;53,7;;
SABAN;120;52,2;;
SABAR;3;-;;
SABARI;4;-;;
SABARINATHAN;2;-;;
SABARISH;6;-;;
SABASTIAN;4;-;;
SABAWON;3;-;;
SABAWOON;9;-;;
SABBAH;6;-;;
SABBAR;2;-;;
SABBIR;16;36,9;;
SABE;2;-;;
SABEDIN;20;38,8;;
SABEEH;8;-;;
SABEER;3;-;;
SABEH;5;-;;
SABER;166;34,9;;
SABET;5;-;;
SABEUR;5;-;;
SABHAN;5;-;;
SABHI;3;-;;
SABI;9;-;;
SABID;5;-;;
SABIH;14;60,9;;
SABIHULLAH;2;-;;
SABIIR;2;-;;
SABIL;5;-;;
SABIN;17;34,8;;
SABINA;3;-;;
SABINDRA;2;-;;
SABINO;7;-;;
SABIR;144;22,8;;
SABIT;77;49,9;;
SABITI;2;-;;
SABO;37;62,7;;
SABOOR;12;28,7;;
SABOR;14;28,2;;
SABOUR;8;-;;
SABR;6;-;;
SABRE;10;42;;
SABRI;338;47,6;;
SABRIE;4;-;;
SABRIJA;13;61,6;;
SABRIN;2;-;;
SABRIYE;2;-;;
SABRO;4;-;;
SABRON;2;-;;
SABRY;8;-;;
SABUHI;5;-;;
SABUJ;2;-;;
SABUR;7;-;;
SABYASACHI;7;-;;
SAC;4;-;;
SACAD;11;22,6;;
SACARIAS;11;34,7;;
SACCO;2;-;;
SACHA;64;30;;
SACHARIAS;33;21,4;;
SACHIDANAND;2;-;;
SACHIEL;2;-;;
SACHIN;87;36,1;;
SACHON;2;-;;
SACID;14;17,1;;
SACIID;13;29,5;;
SACIP;2;-;;
SACIR;26;61,4;;
SACK;10;19,8;;
SACKARIAS;44;19,1;;
SACKE;8;-;;
SACKEUS;2;-;;
SACKI;3;-;;
SACKIS;4;-;;
SAD;16;40,4;;
SADA;6;-;;
SADAAM;9;-;;
SADAD;7;-;;
SADAF;2;-;;
SADAG;2;-;;
SADAK;17;18,2;;
SADAM;80;22,7;;
SADAN;5;-;;
SADAQ;55;22,5;;
SADAQAT;9;-;;
SADAT;50;37,6;;
SADBER;3;-;;
SADDAM;52;34,3;;
SADDE;3;-;;
SADDIGH;2;-;;
SADDIK;2;-;;
SADDIQ;2;-;;
SADE;8;-;;
SADEDIN;10;49,3;;
SADEEM;6;-;;
SADEEQ;3;-;;
SADEER;13;33,8;;
SADEG;3;-;;
SADEGH;84;41,1;;
SADEK;81;37,5;;
SADEN;5;-;;
SADEQ;94;33,2;;
SADEQUR;2;-;;
SADER;2;-;;
SADESH;2;-;;
SADET;4;-;;
SADETTIN;12;50,1;;
SADEV;2;-;;
SADI;57;44,4;;
SADICK;3;-;;
SADID;9;-;;
SADIG;13;27,6;;
SADIGH;6;-;;
SADIIK;2;-;;
SADIIKH;2;-;;
SADIIQ;17;26,3;;
SADIJA;3;-;;
SADIK;259;45,1;;
SADIKH;4;-;;
SADIKI;4;-;;
SADIM;2;-;;
SADIN;18;38,4;;
SADIO;2;-;;
SADIQ;142;26,6;;
SADIQUE;2;-;;
SADIQULLAH;3;-;;
SADIQUR;3;-;;
SADIR;17;29,2;;
SADJAD;19;29,5;;
SADMAN;6;-;;
SADMIR;18;35;;
SADO;14;51;;
SADOK;20;54,6;;
SADON;2;-;;
SADOON;5;-;;
SADOR;9;-;;
SADOU;2;-;;
SADOUN;6;-;;
SADRA;29;19,5;;
SADREDDINE;2;-;;
SADRI;57;42,6;;
SADRIDDIN;3;-;;
SADRIJA;9;-;;
SADROLLAH;4;-;;
SADRUDIN;2;-;;
SADRULLAH;2;-;;
SADUDIN;4;-;;
SADULA;4;-;;
SADULAH;3;-;;
SADULLA;2;-;;
SADULLAH;13;57;;
SADULLO;2;-;;
SADUN;4;-;;
SADUSH;2;-;;
SADY;3;-;;
SAE;2;-;;
SAEB;20;40,8;;
SAED;136;33,8;;
SAEED;541;41,7;;
SAEF;11;24,9;;
SAEHR;2;-;;
SAEIB;2;-;;
SAEID;260;46,9;;
SAEL;7;-;;
SAEMON;3;-;;
SÆMUNDUR;2;-;;
SAEMUNDUR;6;-;;
SAENGPHET;2;-;;
SAER;30;35,2;;
SÆVAR;3;-;;
SAEVAR;7;-;;
SAFA;90;44,4;;
SAFAA;94;46,8;;
SAFAK;14;36,2;;
SAFAL;3;-;;
SAFAN;3;-;;
SAFAR;68;44,4;;
SAFARALI;4;-;;
SAFARI;7;-;;
SAFDAR;29;45,3;;
SAFDARI;2;-;;
SAFDER;2;-;;
SAFE;5;-;;
SAFEE;3;-;;
SAFEEN;11;35,7;;
SAFEER;9;-;;
SAFEN;3;-;;
SAFER;8;-;;
SAFET;313;51,6;;
SAFFA;10;48,8;;
SAFFET;4;-;;
SAFFI;2;-;;
SAFFIN;3;-;;
SAFI;48;31,3;;
SAFIAN;3;-;;
SAFIKUL;2;-;;
SAFIN;62;32,2;;
SAFIOLA;2;-;;
SAFIOLLAH;5;-;;
SAFIOU;2;-;;
SAFIR;26;21,8;;
SAFIUL;2;-;;
SAFIULLA;3;-;;
SAFIULLAH;42;31;;
SAFOAN;3;-;;
SAFOAT;2;-;;
SAFOUAN;2;-;;
SAFOUANE;7;-;;
SAFOUEN;2;-;;
SAFOUH;5;-;;
SAFRAN;2;-;;
SAFUAN;6;-;;
SAFWAAN;14;9,5;;
SAFWAN;175;26,8;;
SAFWAT;28;46;;
SAFYAN;2;-;;
SAGA;6;-;;
SAGAD;12;24,1;;
SAGAL;3;-;;
SAGAR;69;32;;
SAGE;12;18;;
SAGER;5;-;;
SAGHAR;4;-;;
SAGHEER;4;-;;
SAGHIR;4;-;;
SAGID;2;-;;
SAGNIK;2;-;;
SAGVAN;14;36,4;;
SAGWAN;2;-;;
SAH;2;-;;
SAHA;4;-;;
SAHAB;4;-;;
SAHABETTIN;3;-;;
SAHABUDDIN;2;-;;
SAHAD;6;-;;
SAHADAT;3;-;;
SAHAG;2;-;;
SAHAK;11;37,7;;
SAHAL;73;24,9;;
SAHAM;2;-;;
SAHAN;4;-;;
SAHAND;103;23,3;;
SAHANE;3;-;;
SAHAP;2;-;;
SAHAPHAP;2;-;;
SAHAR;8;-;;
SAHARAT;17;23,6;;
SAHARDID;5;-;;
SAHARSH;4;-;;
SAHARSHA;2;-;;
SAHAS;4;-;;
SAHATSAWAT;5;-;;
SAHAYA;4;-;;
SAHBAN;3;-;;
SAHBAZ;2;-;;
SAHBI;11;48,5;;
SAHDO;2;-;;
SAHEB;16;50,5;;
SAHEED;5;-;;
SAHEEL;3;-;;
SAHEER;4;-;;
SAHEL;74;18,3;;
SAHELL;2;-;;
SAHEM;4;-;;
SAHER;84;38,2;;
SAHIB;23;41,3;;
SAHIBDEEP;2;-;;
SAHIBJOT;2;-;;
SAHIBZADA;2;-;;
SAHID;8;-;;
SAHIL;81;18,9;;
SAHIN;87;38,6;;
SAHIP;2;-;;
SAHIR;17;33;;
SAHIT;39;53,9;;
SAHITH;3;-;;
SAHL;3;-;;
SAHLE;20;45,2;;
SAHM;3;-;;
SAHMAN;2;-;;
SAHMIR;2;-;;
SAHNUN;2;-;;
SAHO;2;-;;
SAHR;4;-;;
SAHRAN;3;-;;
SAHRBAZ;2;-;;
SAHUL;2;-;;
SAHZUDIN;2;-;;
SAI;180;26;;
SAIB;9;-;;
SAIBO;5;-;;
SAICHON;2;-;;
SAID;2 143;39,7;;
SAÏD;5;-;;
SAID ABDULLAHI;2;-;;
SAID YUSUF;2;-;;
SAID-AHMED;2;-;;
SAIDAMIR;2;-;;
SAIDBEK;3;-;;
SAIDEEP;2;-;;
SAIDI;13;37,2;;
SAIDINA;2;-;;
SAID-MAGOMED;7;-;;
SAIDO;2;-;;
SAIDOU;12;38,7;;
SAIDU;3;-;;
SAIDUL;9;-;;
SAIDUR;4;-;;
SAIED;95;50,4;;
SAIEF;3;-;;
SAIER;2;-;;
SAIF;595;25,7;;
SAIF ALDEEN;2;-;;
SAIF ALDIN;2;-;;
SAIF ALI;2;-;;
SAIFADDIN;5;-;;
SAIFALDEEN;6;-;;
SAIFALDIN;10;38,5;;
SAIF-ALI;2;-;;
SAIFALLAH;5;-;;
SAIFAN;20;10,5;;
SAIFEDDIN;6;-;;
SAIFEDDINE;5;-;;
SAIFELDIN;3;-;;
SAIFELISLAM;2;-;;
SAIFRAHMAN;2;-;;
SAIFU;2;-;;
SAIFUDDIN;6;-;;
SAIFUDIN;3;-;;
SAIFUL;24;38,8;;
SAIFULDEEN;10;31,1;;
SAIFULLAH;31;26,2;;
SAIFUR;9;-;;
SAIHOU;18;33,1;;
SAIID;22;46,1;;
SAIKAT;9;-;;
SAIKHAN;2;-;;
SAIKHANBILEG;2;-;;
SAIKIRAN;2;-;;
SAIKOU;26;31,1;;
SAIKRISHNA;2;-;;
SAIL;3;-;;
SAILENDRA;2;-;;
SAILESH;2;-;;
SAILOR;3;-;;
SAIM;63;26,6;;
SAIMEN;2;-;;
SAIMIR;28;37,6;;
SAIMON;64;21,7;;
SAIMONAS;5;-;;
SAINATH;2;-;;
SAINBAYAR;5;-;;
SAINE;2;-;;
SAINEY;17;33;;
SAINT;4;-;;
SAIP;6;-;;
SAIPRASAD;2;-;;
SAIR;11;36,4;;
SAIT;76;46;;
SAITEJA;4;-;;
SAIWAN;3;-;;
SAIYD;2;-;;
SAIYED;2;-;;
SAJA;4;-;;
SAJAD;289;22,2;;
SAJADULLAH;2;-;;
SAJAL;7;-;;
SAJAN;10;37,5;;
SAJAY;2;-;;
SAJED;34;26,4;;
SAJEEL;9;-;;
SAJI;5;-;;
SAJIB;6;-;;
SAJID;91;41,7;;
SAJIN;2;-;;
SAJITH;12;40,6;;
SAJITHA;2;-;;
SAJJAD;254;28,9;;
SAJJADUR;3;-;;
SAJJAN;2;-;;
SAJMIR;8;-;;
SAJMON;6;-;;
SAKAR;9;-;;
SAKARI;171;60;;
SAKARIA;60;17,3;;
SAKARIAH;2;-;;
SAKARIAS;326;20,1;;
SAKARIE;24;19,2;;
SAKARIJE;3;-;;
SAKARIYA;49;16,9;;
SAKARIYE;187;17,6;;
SAKARJA;2;-;;
SAKARYA;2;-;;
SAKCHAI;7;-;;
SAKDA;7;-;;
SAKDAWUT;2;-;;
SAKDINON;2;-;;
SAKER;6;-;;
SAKERIA;4;-;;
SAKERIYE;10;14,8;;
SAKET;4;-;;
SAKETH;6;-;;
SAKHAB;2;-;;
SAKHAWAT;7;-;;
SAKHER;14;36,7;;
SAKHI;51;34,8;;
SAKHIDAD;10;35,8;;
SAKHILE;3;-;;
SAKHOR;2;-;;
SAKHR;4;-;;
SAKI;17;22,2;;
SAKIB;98;55,7;;
SAKIL;3;-;;
SAKIN;3;-;;
SAKIP;7;-;;
SAKIR;17;46;;
SAKIRIYE;2;-;;
SAKIS;9;-;;
SAKKARIN;5;-;;
SAKKE;4;-;;
SAKMAN;2;-;;
SAKO;34;28,6;;
SAKOL;4;-;;
SAKR;4;-;;
SAKRIA;2;-;;
SAKRIS;3;-;;
SAKRIYA;3;-;;
SAKSHAM;2;-;;
SAKSIT;8;-;;
SAKTHI;3;-;;
SAKTHIVEL;7;-;;
SAKTI;3;-;;
SAKU;26;28,3;;
SAKVAN;6;-;;
SALA;5;-;;
SALAAD;14;35,7;;
SALAAM;4;-;;
SALAAR;10;6,6;;
SALAD;46;39,3;;
SALADDIN;2;-;;
SALADIN;3;-;;
SALAH;899;41,8;;
SALAH ALDIN;3;-;;
SALAH EDDIN;2;-;;
SALAH ELDIN;2;-;;
SALAHADDIN;16;45;;
SALAHADEEN;2;-;;
SALAHADEN;2;-;;
SALAHADIN;19;38,9;;
SALAHADINE;2;-;;
SALAHALDDIN;2;-;;
SALAHALDEEN;7;-;;
SALAHALDIN;18;52,4;;
SALAHATTIN;6;-;;
SALAHDIN;7;-;;
SALAHDINE;4;-;;
SALAHEDDIN;37;36,5;;
SALAHEDDINE;11;38,6;;
SALAH-EDDINE;7;-;;
SALAHEDIN;9;-;;
SALAHELDIN;12;29,8;;
SALAHER;2;-;;
SALAHIDDIN;3;-;;
SALAHODDIN;2;-;;
SALAHUDDIN;19;36,5;;
SALAHUDEEN;6;-;;
SALAHUDIIN;4;-;;
SALAHUDIN;15;27,4;;
SALAJDIN;4;-;;
SALAL;3;-;;
SALAM;407;47,1;;
SALAMA;17;35,7;;
SALAMAN;2;-;;
SALAMAT;4;-;;
SALAMBEK;3;-;;
SALAMEH;3;-;;
SALAMU;2;-;;
SALAN;5;-;;
SALAR;292;35,9;;
SALAT;4;-;;
SALAUDDIN;4;-;;
SALAUDIN;2;-;;
SALAVAT;4;-;;
SALBIN;3;-;;
SALDIN;2;-;;
SALE;2;-;;
SALEBA;3;-;;
SALEBAN;31;28,8;;
SALEEBAN;6;-;;
SALEEM;123;43,6;;
SALEH;767;35,3;;
SALEHE;2;-;;
SALEIM;2;-;;
SALEK;5;-;;
SALEM;411;41;;
SALEMAN;10;30,5;;
SALEN;2;-;;
SALH;14;35,1;;
SALI;92;46,2;;
SALIB;4;-;;
SALIBA;80;49;;
SALIEM;4;-;;
SALIEU;15;30;;
SALIF;9;-;;
SALIFOU;2;-;;
SALIFU;10;43,2;;
SALIH;436;42,1;;
SALIIM;2;-;;
SALIJA;6;-;;
SALIL;6;-;;
SALIM;701;37,3;;
SALIMAN;3;-;;
SALIMJON;2;-;;
SALINDA;2;-;;
SALIOU;16;26,2;;
SALKAN;3;-;;
SALKO;78;58,6;;
SALLAH;15;49,6;;
SALLAHDIN;2;-;;
SALLAHEDIN;2;-;;
SALLAM;7;-;;
SALLAR;4;-;;
SALLE;11;48,8;;
SALLEH;5;-;;
SALLOM;2;-;;
SALM;8;-;;
SALMAAN;54;8,1;;
SALMAN;656;22,7;;
SALMAN MOHAMED;3;-;;
SALMANE;4;-;;
SALMEN;2;-;;
SALMIN;3;-;;
SALMIR;3;-;;
SALMO;4;-;;
SALMON;5;-;;
SALO;4;-;;
SALOAN;3;-;;
SALOHIDDIN;3;-;;
SALOKHIDDIN;4;-;;
SALOMO;16;29,4;;
SALOMON;198;28,6;;
SALONGO;2;-;;
SALONIKIOS;2;-;;
SALOUM;4;-;;
SALU;2;-;;
SALUM;10;41,5;;
SALUMU;3;-;;
SALVADOR;88;39;;
SALVAR;2;-;;
SALVATOR;2;-;;
SALVATORE;119;51;;
SALVE;3;-;;
SALVIJUS;3;-;;
SALVIS;6;-;;
SALWAN;128;39,4;;
SAM;7 005;17,2;;
SAM NOAH;2;-;;
SAMA;3;-;;
SAMAALE;2;-;;
SAMAAN;22;54,8;;
SAMAD;61;43,9;;
SAMADHAN;3;-;;
SAMADON;2;-;;
SAMAEL;19;20,4;;
SAMAÉL;2;-;;
SAMAH;7;-;;
SAMAI;2;-;;
SAMAK;2;-;;
SAMAL;18;51,9;;
SAMALE;5;-;;
SAMALEH;5;-;;
