;;;;
Tilltalsnamn, antal bärare och medelålder för folkbokförda kvinnor 31 december 2022;;;;
Tilltalsnamn med minst två bärare, medelålder redovisas där antal bärare är 10 eller fler;;;;
;;;;
Tilltalsnamn;Antal bärare;Medelålder;;
PASHKE;4;-;;
PASHMINA;2;-;;
PASHTANA;9;-;;
PASHTOON;5;-;;
PASHTUN;2;-;;
PASIJA;3;-;;
PASINEE;4;-;;
PASKALINA;3;-;;
PASKUALINA;2;-;;
PASQUALINA;3;-;;
PASSANANT;2;-;;
PASTELLE;2;-;;
PASTORA;3;-;;
PAT;18;57,5;;
PATCHA;5;-;;
PATCHAMON;3;-;;
PATCHANEE;4;-;;
PATCHARA;11;40,8;;
PATCHARAPA;3;-;;
PATCHARAPORN;18;38,3;;
PATCHAREE;38;43,8;;
PATCHAREEPORN;3;-;;
PATCHARI;2;-;;
PATCHARIDA;5;-;;
PATCHARIN;38;42,1;;
PATCHARIYA;4;-;;
PATCHAYA;2;-;;
PATH;4;-;;
PATHITTA;7;-;;
PATHMA;4;-;;
PATHMAWATHIE;2;-;;
PATHOMPORN;2;-;;
PATHRICE;2;-;;
PATHRICIA;3;-;;
PATHUMMA;2;-;;
PATIDTA;2;-;;
PATIENCE;73;38,5;;
PATIGUL;2;-;;
PATIL;13;13,1;;
PATIMA;6;-;;
PATIMAT;12;31,8;;
PATINA;2;-;;
PATINYA;2;-;;
PATITA;2;-;;
PATLAPA;2;-;;
PATOOL;2;-;;
PATRA;4;-;;
PATRIA;2;-;;
PATRICA;5;-;;
PATRICE;68;48,3;;
PATRICHA;2;-;;
PATRICIA;3529;38,4;;
PATRÍCIA;18;30,3;;
PATRICIAH;3;-;;
PATRICIE;5;-;;
PATRICIJA;57;19,4;;
PATRICJA;6;-;;
PATRINA;3;-;;
PATRISH;2;-;;
PATRISIA;19;25,2;;
PATRISSIA;2;-;;
PATRIZIA;86;43,6;;
PATRYCIA;6;-;;
PATRYCJA;455;29,5;;
PATSARA;4;-;;
PATSITA;2;-;;
PATSUDA;2;-;;
PATSY;9;-;;
PATTAMA;21;45,9;;
PATTAMAPORN;6;-;;
PATTAMON;2;-;;
PATTANA;4;-;;
PATTANAN;4;-;;
PATTANARAT;3;-;;
PATTANUN;3;-;;
PATTARAPORN;10;40,1;;
PATTARAVADEE;6;-;;
PATTARAVAN;2;-;;
PATTARAWADEE;7;-;;
PATTARAWAN;2;-;;
PATTAWAN;2;-;;
PATTEERA;5;-;;
PATTHAMA;13;41,3;;
PATTHAMAPORN;2;-;;
PATTHAMAWAN;3;-;;
PATTHANAN;2;-;;
PATTHEERA;2;-;;
PATTHUMMA;3;-;;
PATTI;3;-;;
PATTIE;2;-;;
PATTIRA;2;-;;
PATTRA;7;-;;
PATTRANIT;2;-;;
PATTRAPORN;6;-;;
PATTY;10;48;;
PATUL;2;-;;
PATUMMA;2;-;;
PAUL;4;-;;
PAULA;3722;46,2;;
PAULAMI;2;-;;
PAULE;3;-;;
PAULEEN;2;-;;
PAULEN;2;-;;
PAULENA;2;-;;
PAULETTE;24;50,1;;
PAULIEN;5;-;;
PAULIINA;82;38,9;;
PAULIN;113;33,5;;
PAULINA;3375;30,8;;
PAULINE;1551;34,5;;
PAULINÉ;6;-;;
PAULINN;8;-;;
PAULINNE;6;-;;
PAULITA;2;-;;
PAULOMI;3;-;;
PAULYN;2;-;;
PAUNA;2;-;;
PAVA;11;65,8;;
PAVADEE;2;-;;
PAVAN;3;-;;
PAVANA;3;-;;
PAVANI;12;29,3;;
PAVARISA;3;-;;
PAVEENA;7;-;;
PAVENA;2;-;;
PAVETIDA;2;-;;
PAVICA;2;-;;
PAVINA;2;-;;
PAVINEE;16;40,8;;
PAVITHRA;27;29,6;;
PAVITRA;7;-;;
PAVKA;3;-;;
PAVLA;36;54,9;;
PAVLINA;69;45,8;;
PAVLÍNA;4;-;;
PAVLINKA;7;-;;
PAVYA;2;-;;
PAW;22;33,5;;
PAWADEE;4;-;;
PAWAN;11;26,6;;
PAWANA;4;-;;
PAWANDEEP;4;-;;
PAWANJIT;2;-;;
PAWANRAT;5;-;;
PAWARISA;12;26,7;;
PAWEENA;33;41,7;;
PAWIDA;2;-;;
PAWINA;6;-;;
PAWINEE;13;36,7;;
PAWITCHAYA;2;-;;
PAX;7;-;;
PAYAL;24;34,4;;
PAYALBEN;2;-;;
PAYAM;19;33,9;;
PAYAN;2;-;;
PAYAO;5;-;;
PAYEL;5;-;;
PAYMAN;87;45,6;;
PAYOM;2;-;;
PAYONG;3;-;;
PAYTON;4;-;;
PAYVAND;3;-;;
PAYVIN;2;-;;
PAYWAST;3;-;;
PAZ;21;44,1;;
PEA;2;-;;
PEACE;33;24,4;;
PEACH;3;-;;
PEACHES;4;-;;
PEAN;2;-;;
PEARL;48;35,9;;
PEARLA;4;-;;
PEARLIE;2;-;;
PEARLY;2;-;;
PEBBLE;2;-;;
PEBBLES;15;26;;
PEBELS;2;-;;
PECK;2;-;;
PECULIAR;2;-;;
PEDRA;4;-;;
PEDRIE;3;-;;
PEE;2;-;;
PEERADA;4;-;;
PEERAYA;2;-;;
PEG;17;21,3;;
PEGA;2;-;;
PEGAH;121;33,6;;
PEGGI;4;-;;
PEGGIE;22;54,6;;
PEGGY;472;53,4;;
PEGGY-ANN;3;-;;
PEGUY;2;-;;
PEHRNILLA;4;-;;
PEHTRA;3;-;;
PEI;35;40;;
PEI-CHEN;2;-;;
PEI-CHUN;2;-;;
PEIDI;2;-;;
PEIFANG;2;-;;
PEIHONG;2;-;;
PEI-HSUAN;2;-;;
PEIJUN;2;-;;
PEILI;4;-;;
PEILIN;4;-;;
PEILING;2;-;;
PEIMANEH;3;-;;
PEIPEI;6;-;;
PEIRAN;2;-;;
PEISHAN;2;-;;
PEI-SHAN;2;-;;
PEIVIN;2;-;;
PEIYAO;2;-;;
PEIYI;3;-;;
PEIYING;2;-;;
PEI-YING;3;-;;
PEIYU;2;-;;
PEI-YU;4;-;;
PEIZHEN;2;-;;
PEJKA;3;-;;
PEK;3;-;;
PEL;7;-;;
PELA;26;8,2;;
PÊLA;2;-;;
PELAGIA;14;35,3;;
PELDA;17;17,7;;
PELIN;189;19;;
PELINSU;2;-;;
PELL;10;69,2;;
PELLA;168;16,7;;
PELLAS;2;-;;
PELLE;3;-;;
PELLERINA;2;-;;
PELLINA;2;-;;
PËLLUMBESHA;2;-;;
PELSIN;6;-;;
PEMA;5;-;;
PEMBA;9;-;;
PEMBE;8;-;;
PEMIKA;18;37,4;;
PEN;5;-;;
PENBE;2;-;;
PENDA;21;26,8;;
PENELOPE;124;23,1;;
PENÉLOPE;17;13,3;;
PÉNÉLOPE;2;-;;
PENG;11;42,9;;
PENGLI;2;-;;
PENGPENG;4;-;;
PENIEL;17;8;;
PENILLA;4;-;;
PENINA;5;-;;
PENINAH;2;-;;
PENINNA;2;-;;
PENKA;16;61,1;;
PENKAE;2;-;;
PENN;2;-;;
PENNAPA;13;36,9;;
PENNAPHA;2;-;;
PENNI;7;-;;
PENNIE;65;8,7;;
PENNY;1261;8,1;;
PENNY LO;2;-;;
PENNY-LO;3;-;;
PENPAK;3;-;;
PENPAKA;2;-;;
PENPICHA;2;-;;
PENPITCHA;2;-;;
PENPORN;4;-;;
PENPRAPA;4;-;;
PENSIRI;5;-;;
PENSRI;12;54,1;;
PENUEL;2;-;;
PEPA;4;-;;
PEPE;2;-;;
PEPI;2;-;;
PEPICA;2;-;;
PEPITA;18;58,3;;
PEPPE;3;-;;
PEPPER;2;-;;
PEPPI;8;-;;
PERA;4;-;;
PERANSA;3;-;;
PERAV;3;-;;
PERCY;3;-;;
PERDITA;5;-;;
PERES;2;-;;
PEREZ;2;-;;
PERHANS;2;-;;
PERI;68;21;;
PERÎ;2;-;;
PERIE;2;-;;
PERIHAN;87;45,1;;
PERIHANA;2;-;;
PERIHANE;3;-;;
PERIJAN;3;-;;
PERIJANA;6;-;;
PERIM;3;-;;
PERIN;8;-;;
PERINA;9;-;;
PERINAZ;6;-;;
PERISHAN;3;-;;
PERITA;2;-;;
PERIVAN;3;-;;
PERIZAD;2;-;;
PERIZAT;3;-;;
PERJAN;6;-;;
PERJANA;3;-;;
PERJIN;5;-;;
PERKA;6;-;;
PERLA;234;17,9;;
PÉRLA;2;-;;
PERLE;5;-;;
PERLINA;3;-;;
PERLINE;3;-;;
PERLITA;11;43,8;;
PERLY;2;-;;
PERNA;2;-;;
PERNELLA;2;-;;
PERNELLE;2;-;;
PERNILLA;13118;47;;
PERNILLE;177;46,3;;
PERNY;3;-;;
PERO;2;-;;
PEROLS;8;-;;
PERPETUA;10;52,7;;
PERPETUAL;2;-;;
PERPETUE;2;-;;
PERRI;6;-;;
PERRIE;3;-;;
PERRIN;2;-;;
PERRINE;11;36,5;;
PERRY;4;-;;
PERS;8;-;;
PERS KARIN;2;-;;
PERSA;23;67,1;;
PERSAMILS;2;-;;
PERSEFONI;7;-;;
PERSHANG;7;-;;
PERSHENG;6;-;;
PERSHIN;2;-;;
PERSHING;7;-;;
PERSIA;6;-;;
PERSIDA;13;55,5;;
PERSIS;2;-;;
PERVEEN;6;-;;
PERVIN;49;41,3;;
PERVINDER;2;-;;
PERWANA;2;-;;
PERWANEH;2;-;;
PERWEN;2;-;;
PERWIN;34;38,9;;
PERY;4;-;;
PERYA;6;-;;
PERÖ;2;-;;
PESA;2;-;;
PESHANG;2;-;;
PESHVIN;2;-;;
PET;2;-;;
PETA;5;-;;
PETAL;2;-;;
PETCHARAT;3;-;;
PETEK;4;-;;
PÉTERNÉ;3;-;;
PETHRA;103;50,2;;
PETIA;5;-;;
PETIKIRIARACHCHIGE;2;-;;
PETIMAT;13;31,7;;
PETITE;2;-;;
PETJA;2;-;;
PETKANA;3;-;;
PETPAILIN;2;-;;
PETRA;11058;46;;
PÉTRA;4;-;;
PETRA CHARLOTTE;2;-;;
PETRAA;2;-;;
PETRAH;6;-;;
PETRA-MARIA;3;-;;
PETRANA;4;-;;
PETRANKA;7;-;;
PETREA;24;34,6;;
PETRÉA;2;-;;
PETRI;2;-;;
PETRICA;4;-;;
PETRICIA;3;-;;
PETRIJA;2;-;;
PETRINA;17;33,1;;
PETRINE;12;40,9;;
PETRONA;3;-;;
PETRONELA;22;42,3;;
PETRONELLA;730;34,8;;
PETRONILA;5;-;;
PETRONILLE;2;-;;
PETROUCHKA;2;-;;
PETROULA;7;-;;
PETRUSKA;2;-;;
PETRUTA;15;54,2;;
PETTERS;3;-;;
PETTY;4;-;;
PETYA;30;41,4;;
PEYAM;2;-;;
PEYMAN;15;35,4;;
PEYMANEH;2;-;;
PEYRUZE;11;63;;
PEYRÜZE;11;68,5;;
PEYTON;9;-;;
PEYVAND;5;-;;
PEYVIN;7;-;;
PHACHARIN;2;-;;
PHADUNG;2;-;;
PHAEDRA;4;-;;
PHAENG;3;-;;
PHAENGSRI;3;-;;
PHAGAMAS;2;-;;
PHAI;2;-;;
PHAIBOON;2;-;;
PHAIBUN;3;-;;
PHAICHIT;5;-;;
PHAIJIT;2;-;;
PHAILIN;8;-;;
PHAILINDA;2;-;;
PHAIRAT;3;-;;
PHAIRIN;8;-;;
PHAISRI;3;-;;
PHAITHOON;3;-;;
PHAITHUN;2;-;;
PHAIWAN;6;-;;
PHAKAKRONG;4;-;;
PHAKAMAS;6;-;;
PHAKAMAT;3;-;;
PHAKAPHAN;2;-;;
PHAKATHIP;2;-;;
PHAKAWADEE;2;-;;
PHAKCHIRA;2;-;;
PHAKHANAN;2;-;;
PHAKJIRA;4;-;;
PHAKKANAN;2;-;;
PHALGUNI;2;-;;
PHAM;12;28,3;;
PHAN;12;45,3;;
PHANARAT;2;-;;
PHANAWAN;4;-;;
PHANI;3;-;;
PHANIDA;13;45,4;;
PHANIT;4;-;;
PHANITA;2;-;;
PHANMAI;2;-;;
PHANNA;3;-;;
PHANNAPHAT;2;-;;
PHANNEE;15;52,1;;
PHANNI;6;-;;
PHANNIDA;2;-;;
PHANNIPHA;5;-;;
PHANNITA;2;-;;
PHANOM;3;-;;
PHANSA;2;-;;
PHANTANA;2;-;;
PHANTHILA;5;-;;
PHANTHIP;2;-;;
PHANTHIPHA;2;-;;
PHANTHIRA;2;-;;
PHANTIPA;2;-;;
PHANTIRA;2;-;;
PHANUMAT;2;-;;
PHANY;2;-;;
PHASINI;3;-;;
PHATCHA;4;-;;
PHATCHANI;2;-;;
PHATCHARA;6;-;;
PHATCHARAPHON;3;-;;
PHATCHARAPORN;7;-;;
PHATCHAREE;16;46,1;;
PHATCHAREEPORN;6;-;;
PHATCHAREEYA;2;-;;
PHATCHARI;7;-;;
PHATCHARIN;29;42,5;;
PHATHARAWADEE;2;-;;
PHATIMA;2;-;;
PHATNAREE;3;-;;
PHATNARI;2;-;;
PHATRANIT;2;-;;
PHATSIRI;2;-;;
PHATSITA;2;-;;
PHATSORN;3;-;;
PHATTARAPORN;4;-;;
PHATTARAVADEE;2;-;;
PHATTARAWADEE;2;-;;
PHATTHANAN;8;-;;
PHATTHARAPHON;6;-;;
PHATTHARAPORN;2;-;;
PHATTHARAWADEE;7;-;;
PHATTHARAWADI;4;-;;
PHATTHARAWAN;2;-;;
PHATTHARIYA;2;-;;
PHATTHIRA;2;-;;
PHATTHRA;3;-;;
PHATTRA;3;-;;
PHATTRAPORN;3;-;;
PHATYMA;2;-;;
PHAWADEE;2;-;;
PHAWANA;9;-;;
PHAWIKA;2;-;;
PHAWINEE;6;-;;
PHAWINI;2;-;;
PHAYAO;5;-;;
PHAYOM;10;53,8;;
PHAYONG;3;-;;
PHAYUNG;3;-;;
PHE;2;-;;
PHEABE;2;-;;
PHEBE;16;43,4;;
PHEBEAN;2;-;;
PHELICIA;7;-;;
PHELINA;2;-;;
PHEN;3;-;;
PHENCHAN;5;-;;
PHENICIA;2;-;;
PHENKHAE;5;-;;
PHENNAPHA;9;-;;
PHENPHAK;5;-;;
PHENPORN;2;-;;
PHENPRAPA;2;-;;
PHENSRI;15;55,2;;
PHEOBE;7;-;;
PHERNILLA;8;-;;
PHET;3;-;;
PHETCHARA;3;-;;
PHETCHARAT;4;-;;
PHETLADA;2;-;;
PHETMANI;2;-;;
PHETRA;2;-;;
PHEYA;2;-;;
PHI;6;-;;
PHIA;47;63;;
PHIANG;2;-;;
PHIANGPHEN;2;-;;
PHICHITTA;2;-;;
PHIDSAMAI;2;-;;
PHIJA;2;-;;
PHIJITRA;2;-;;
PHIJITTRA;2;-;;
PHIKUL;12;51,4;;
PHIKUN;9;-;;
PHILAIPORN;2;-;;
PHILIA;2;-;;
PHILICIA;2;-;;
PHILINA;2;-;;
PHILINE;5;-;;
PHILIP;3;-;;
PHILIPA;3;-;;
PHILIPPA;581;21,7;;
PHILIPPINE;4;-;;
PHILIS;2;-;;
PHILLIPA;6;-;;
PHILLIPPA;4;-;;
PHILLIS;2;-;;
PHILOMENA;23;20,8;;
PHILOMENE;9;-;;
PHILOMÈNE;6;-;;
PHILOMIN;2;-;;
PHILOMINA;12;25,6;;
PHIM;7;-;;
PHIMCHAI;2;-;;
PHIMCHAN;3;-;;
PHIMCHANOK;5;-;;
PHIMJAI;2;-;;
PHIMLADA;2;-;;
PHIMLAPHAT;3;-;;
PHIMONPHAN;2;-;;
PHIMPHA;6;-;;
PHIMPHAKA;4;-;;
PHIMPHAN;3;-;;
PHIMPHITCHA;2;-;;
PHIMPHIZU;2;-;;
PHIMPHON;2;-;;
PHIMPORN;2;-;;
PHIN;4;-;;
PHINYADA;2;-;;
PHIONA;6;-;;
PHIONAH;6;-;;
PHIRAWAN;2;-;;
PHISAMAI;5;-;;
PHISSAMAI;2;-;;
PHITCHA;2;-;;
PHITCHADA;2;-;;
PHITCHANAN;4;-;;
PHITCHAYA;3;-;;
PHITSAMAI;15;52,5;;
PHIYADA;3;-;;
PHLOENCHIT;2;-;;
PHLOENPHIT;2;-;;
PHLOI;2;-;;
PHLOIPHAILIN;2;-;;
PHOEBE;125;24,8;;
PHOENIX;17;20,3;;
PHOI;7;-;;
PHON;2;-;;
PHONCHITA;2;-;;
PHONESAVANH;2;-;;
PHONG;9;-;;
PHONGPHAN;7;-;;
PHONGSEE;3;-;;
PHONGSRI;9;-;;
PHONNAPHA;3;-;;
PHONPAWI;2;-;;
PHONPHAN;6;-;;
PHONPHEN;2;-;;
PHONPHIMON;2;-;;
PHONSAWAN;4;-;;
PHONSIRI;2;-;;
PHONSUDA;3;-;;
PHONTHIP;13;38,3;;
PHONTHIPHA;2;-;;
PHOONSAP;2;-;;
PHORNNAPHA;3;-;;
PHORNPHAN;3;-;;
PHORNPHIMON;2;-;;
PHORNTHIP;8;-;;
PHORNTIP;2;-;;
PHOTCHANA;3;-;;
PHOTINI;2;-;;
PHOTJANEE;2;-;;
PHOUNG;2;-;;
PHRAEPHAN;2;-;;
PHRAEPHILAI;2;-;;
PHRAEWA;2;-;;
PHRAIWAN;2;-;;
PHRIDA;3;-;;
PHU;2;-;;
PHUANGPHAKA;5;-;;
PHUANGPHEN;2;-;;
PHUANGPHET;8;-;;
PHUC;2;-;;
PHUN;2;-;;
PHUNG;20;52,4;;
PHUNSAP;2;-;;
PHUONG;190;35,6;;
PHUONG ANH;3;-;;
PHURIDA;2;-;;
PHUSANADA;2;-;;
PHUSANISA;3;-;;
PHUT;4;-;;
PHUTTHA;2;-;;
PHUTTHACHAT;2;-;;
PHUTTHAWAN;2;-;;
PHY;3;-;;
PHYLIS;2;-;;
PHYLLIS;20;47,6;;
PHYO;2;-;;
PI;45;45,9;;
PIA;16829;59,6;;
PIA KARIN;3;-;;
PIA LENA;9;-;;
PIA LOTTA;2;-;;
PIA MARGARETHA;2;-;;
PIA MARIA;14;58,1;;
PIA MARIE;8;-;;
PIA MARINA;2;-;;
PIAH;5;-;;
PIA-KARI;2;-;;
PIA-KARIN;11;52,6;;
PIA-KRISTINA;2;-;;
PIALENA;3;-;;
PIA-LENA;69;59,4;;
PIALI;3;-;;
PIA-LIISA;4;-;;
PIA-LILL;2;-;;
PIALOTT;2;-;;
PIA-LOTT;3;-;;
PIA-LOTTA;19;55,7;;
PIA-MARI;9;-;;
PIAMARIA;3;-;;
PIA-MARIA;64;49,3;;
PIA-MARIE;17;55,2;;
PIA-MARIT;2;-;;
PIAN;24;63,6;;
PIANO;3;-;;
PIANPIAN;2;-;;
PIAO;2;-;;
PIA-STINA;3;-;;
PIA-SUSANNE;2;-;;
PICHADA;2;-;;
PICHAMON;5;-;;
PICHAYA;8;-;;
PICHSINEE;2;-;;
PIE;5;-;;
PIEDAD;7;-;;
PIEDADE;2;-;;
PIER;3;-;;
PIERA;3;-;;
PIERANGELA;2;-;;
PIERINA;16;50,8;;
PIERRETTE;9;-;;
PIETA;2;-;;
PIETERNELLA;4;-;;
PIETJE;2;-;;
PIETRA;8;-;;
PIGI;2;-;;
PIHLA;8;-;;
PIHU;3;-;;
PII;2;-;;
PIIA;112;47,3;;
PIIA-MARIA;2;-;;
PIJA;19;57,7;;
PIJITRA;2;-;;
PIKA;2;-;;
PIKUL;16;50,1;;
PIKUN;2;-;;
PIL;6;-;;
PILAIPORN;2;-;;
PILAIWAN;5;-;;
PILAR;98;54,2;;
PILAURA;2;-;;
PILAWAN;2;-;;
PILI;2;-;;
PILLA;3;-;;
PILLAN;4;-;;
PILLE;24;57,5;;
PILO;2;-;;
PILT;2;-;;
PILVI;10;44,9;;
PIM;189;13,5;;
PIMA;2;-;;
PIMAI;2;-;;
PIMAN;4;-;;
PIMCHAN;2;-;;
PIMCHANOK;11;27,8;;
PIMJAI;4;-;;
PIMLADA;3;-;;
PIMLAPAS;3;-;;
PIMMADA;4;-;;
PIMNAPAT;3;-;;
PIMNARA;3;-;;
PIMNIPA;2;-;;
PIMOLRAT;2;-;;
PIMPA;10;50,5;;
PIMPAKA;2;-;;
PIMPAN;2;-;;
PIMPICHA;2;-;;
PIM-PIM;2;-;;
PIMPISA;2;-;;
PIMPITCHA;6;-;;
PIMPORN;5;-;;
PIMPRAPA;2;-;;
PIMRAPAT;4;-;;
PIMSIRI;3;-;;
PIMSUPA;2;-;;
PIMWALAN;3;-;;
PIMYADA;4;-;;
PIN;8;-;;
PINA;4;-;;
PINAL;2;-;;
PINAR;166;35,5;;
PINELOPI;27;42,1;;
PING;78;50,4;;
PINGLAN;2;-;;
PINGPING;9;-;;
PINHONG;2;-;;
PINJA;21;24,5;;
PINKAEW;2;-;;
PINKI;5;-;;
PINKY;14;38;;
PINMANEE;5;-;;
PINO;2;-;;
PINSUDA;2;-;;
PINTHIRA;2;-;;
PINYADA;7;-;;
PIONA;2;-;;
PIP;2;-;;
PIPER;6;-;;
PIPI;2;-;;
PIPINA;2;-;;
PIPPA;2;-;;
PIPPI;31;34,3;;
PIPSA;6;-;;
PIRADA;4;-;;
PIRET;49;52,3;;
PIRGIT;3;-;;
PIRIL;3;-;;
PIRITA;14;46;;
PIRITTA;15;44,4;;
PIRIVAN;2;-;;
PIRJETTA;4;-;;
PIRJO;1319;67,9;;
PIRJO-LEENA;2;-;;
PIRJO-LIISA;11;70,2;;
PIRJO-RIITTA;12;75,8;;
PIRKE;2;-;;
PIRKKO;881;74,9;;
PIRKKO LIISA;6;-;;
PIRKKO-LIISA;22;76;;
PIRKO;6;-;;
PIROM;3;-;;
PIROOZ;2;-;;
PIROSCHKA;4;-;;
PIROSKA;79;66,7;;
PIROUZ;3;-;;
PIROZ;12;52,9;;
PIROZA;2;-;;
PIRSHANG;2;-;;
PIRSHING;3;-;;
PIRTA;2;-;;
PIRUNTHA;3;-;;
PIRZHEEN;3;-;;
PISAMAI;14;50,6;;
PISEY;3;-;;
PISON;4;-;;
PISSAMAI;9;-;;
PITA;4;-;;
PITCHA;2;-;;
PITCHAPA;2;-;;
PITCHAYA;3;-;;
PITCHAYAPA;6;-;;
PITI;2;-;;
PITSAMAI;9;-;;
PITSANA;2;-;;
PITSINEE;2;-;;
PITTAYA;2;-;;
PIU;2;-;;
PIUMI;2;-;;
PIXEL;2;-;;
PIXI;24;9,5;;
PIXIE;198;11,4;;
PIXIE-LI;2;-;;
PIYA;4;-;;
PIYACHAT;8;-;;
PIYADA;12;33,2;;
PIYALI;3;-;;
PIYAMAS;7;-;;
PIYAMON;2;-;;
PIYANAN;2;-;;
PIYANART;3;-;;
PIYANAT;2;-;;
PIYANEE;2;-;;
PIYANUCH;5;-;;
PIYANUN;5;-;;
PIYANUT;6;-;;
PIYAPHAT;3;-;;
PIYAPON;3;-;;
PIYAPORN;18;41,3;;
PIYARAT;10;40,4;;
PIYATHIDA;11;33,5;;
PIYATIDA;5;-;;
PIYAVADEE;3;-;;
PIYAWADEE;8;-;;
PIYAWAN;20;42,8;;
PI-YIN;2;-;;
PIYUMI;3;-;;
PLAIFA;3;-;;
PLAIFON;2;-;;
PLAMEDI;5;-;;
PLAMEDIE;4;-;;
PLAMENA;10;28,3;;
PLAMENKA;5;-;;
PLOEN;3;-;;
PLOENPHIT;2;-;;
PLOI;2;-;;
PLOY;10;48,7;;
PLOYPAILIN;6;-;;
PLURA;2;-;;
PNINA;3;-;;
PO;9;-;;
POA;7;-;;
POE;4;-;;
POEMA;10;6,6;;
POH;5;-;;
POKIZA;2;-;;
POLA;91;10,9;;
POLEEN;2;-;;
POLEN;2;-;;
POLET;2;-;;
POLGARA;2;-;;
POLI;4;-;;
POLIANA;4;-;;
POLIANNA;2;-;;
POLIHRONIA;2;-;;
POLIKSENI;3;-;;
POLIN;19;43;;
POLINA;220;28,2;;
POLINE;2;-;;
POLITIMI;2;-;;
POLIXENI;8;-;;
POLIXENIA;3;-;;
POLLA;2;-;;
POLLIE;4;-;;
POLLY;373;10,2;;
POLLY JEAN;2;-;;
POLLYANNA;11;32,3;;
POLONA;3;-;;
POLY;5;-;;
POLYA;4;-;;
POLYANA;2;-;;
POLYTIMI;3;-;;
POLYXENI;28;43,2;;
POM;11;35,6;;
POMELINE;14;10,8;;
POMME;3;-;;
POMMELINE;4;-;;
POMONA;4;-;;
PON;6;-;;
PONE;5;-;;
PONEH;9;-;;
PONGSRI;6;-;;
PONPIMON;2;-;;
PONSAWAN;2;-;;
PONTHIP;2;-;;
PONTUS;5;-;;
PONYO;4;-;;
POOI;4;-;;
POOJA;129;33,6;;
POOJITHA;5;-;;
POOLSOOK;2;-;;
POONAM;69;40,2;;
POONE;2;-;;
POONEH;13;36,3;;
POONSIN;2;-;;
POONYAPORN;2;-;;
POONYAWEE;2;-;;
POOPAK;3;-;;
POORAN;15;61,8;;
POORANDOKHT;2;-;;
POORNA;4;-;;
POORNIMA;21;32,6;;
POORVA;2;-;;
POORVI;3;-;;
POORVIKA;2;-;;
POP;2;-;;
POPAK;2;-;;
POPI;4;-;;
POPPI;4;-;;
POPPIE;4;-;;
POPPY;170;8,1;;
POPY;3;-;;
PORAN;13;60,9;;
PORCIA;2;-;;
PORN;5;-;;
PORNCHANOK;9;-;;
PORNKAMON;3;-;;
PORNNAPA;6;-;;
PORNNAPHA;9;-;;
PORNNARIN;4;-;;
PORNNEE;2;-;;
PORNNICHA;2;-;;
PORNNIPA;2;-;;
PORNNIPHA;3;-;;
PORNPAN;11;40,5;;
PORNPAWEE;2;-;;
PORNPEN;5;-;;
PORNPHAILIN;2;-;;
PORNPHAN;9;-;;
PORNPHEN;6;-;;
PORNPHINIT;2;-;;
PORNPIMOL;7;-;;
PORNPIMON;8;-;;
PORNPINUN;2;-;;
PORNPIRUN;2;-;;
PORNPIT;2;-;;
PORNPRAPA;3;-;;
PORNPUN;4;-;;
PORNSAWAN;5;-;;
PORNSIRI;3;-;;
PORNSRI;3;-;;
PORNSUDA;4;-;;
PORNTAWEE;2;-;;
PORNTHIDA;2;-;;
PORNTHIP;57;47,5;;
PORNTHIPHA;2;-;;
PORNTIP;21;49,6;;
PORNTIPA;7;-;;
PORNWALAI;2;-;;
PORNWIMOL;2;-;;
POROMA;2;-;;
PORTIA;12;29,2;;
POTJANA;4;-;;
POTJANEE;2;-;;
POULA;2;-;;
POULCHERIA;3;-;;
POULEN;2;-;;
POULIN;2;-;;
POULINA;3;-;;
POULOMI;2;-;;
POUNEH;17;42,4;;
POUPAK;3;-;;
POURAN;19;64,4;;
POURANDOKHT;10;59,6;;
POUYA;2;-;;
POUYEH;2;-;;
POWER;2;-;;
POY;4;-;;
PRABHA;8;-;;
PRABHJEET;2;-;;
PRABHJOT;8;-;;
PRABHLEEN;3;-;;
PRABINA;2;-;;
PRACHI;22;33,4;;
PRACHUAB;2;-;;
PRACHUAP;4;-;;
PRADEEPA;7;-;;
PRADIT;4;-;;
PRADNYA;4;-;;
PRAEOTHIP;2;-;;
PRAEWA;3;-;;
PRAEWPAN;5;-;;
PRAEWPHAN;2;-;;
PRAGATHI;3;-;;
PRAGATI;6;-;;
PRAGNA;3;-;;
PRAGNYA;4;-;;
PRAGYA;16;27,2;;
PRAISE;19;7,8;;
PRAITHOON;2;-;;
PRAIWAN;8;-;;
PRAIYA;4;-;;
PRAJAKTA;12;36,2;;
PRAJNA;5;-;;
PRAKAI;8;-;;
PRAKAIKAEW;2;-;;
PRAKAY;2;-;;
PRAKHONG;12;58,2;;
PRAKHRONG;2;-;;
PRAKOB;6;-;;
PRAKONG;11;55;;
PRAKORB;2;-;;
PRAKRITI;8;-;;
PRAMEELA;3;-;;
PRAMILA;5;-;;
PRAMODINI;3;-;;
PRAMUAL;2;-;;
PRAMUAN;6;-;;
PRANA;2;-;;
PRANALI;7;-;;
PRANAMYA;2;-;;
PRANATHI;2;-;;
PRANATI;2;-;;
PRANAVI;8;-;;
PRANEE;133;53,1;;
PRANEET;10;53;;
PRANEETHA;4;-;;
PRANGTHIP;4;-;;
PRANGTHONG;2;-;;
PRANI;7;-;;
PRANIKA;3;-;;
PRANISA;3;-;;
PRANISHA;3;-;;
