;;;;
Tilltalsnamn, antal bärare och medelålder för folkbokförda kvinnor 31 december 2022;;;;
Tilltalsnamn med minst två bärare, medelålder redovisas där antal bärare är 10 eller fler;;;;
;;;;
Tilltalsnamn;Antal bärare;Medelålder;;
AISLYNN;2;-;;
AISOSA;5;-;;
AISSA;7;-;;
AÏSSA;2;-;;
AISSATA;8;-;;
AÏSSATA;2;-;;
AISSATOU;30;26,6;;
AÏSSATOU;3;-;;
AISSATU;2;-;;
AISSE;2;-;;
AISSEL;2;-;;
AISTE;53;31,8;;
AISTÉ;8;-;;
AISULUU;3;-;;
AISWARYA;8;-;;
AISYAH;7;-;;
AITA;12;52,3;;
AITAN;2;-;;
AITANA;14;8,8;;
AITEN;3;-;;
AIVA;27;38,4;;
AIVE;10;69,8;;
AIVI;21;54,9;;
AIVIE;2;-;;
AIVILEE;2;-;;
AIVY;25;41,6;;
AIWA;3;-;;
AIWEI;2;-;;
AIXA;2;-;;
AIXIA;3;-;;
AIYA;19;19,7;;
AIYANA;20;8,8;;
AIYANAH;2;-;;
AIYING;5;-;;
AIYLA;9;-;;
AIYSHA;5;-;;
AIZA;84;15,7;;
AIZAH;11;7,2;;
AIZAT;2;-;;
AIZEL;3;-;;
AIZHAN;7;-;;
AIZHEN;6;-;;
AIZHI;2;-;;
AJA;82;30,9;;
AJAAN;2;-;;
AJABO;3;-;;
AJAH;2;-;;
AJALA;2;-;;
AJAN;13;36,7;;
AJANA;28;7,8;;
AJAR;2;-;;
AJARA;4;-;;
AJAT;19;22,9;;
AJDA;23;31,5;;
AJDINA;10;30,9;;
AJE;13;24;;
AJEEN;3;-;;
AJEH;2;-;;
AJETE;24;48,4;;
AJFER;4;-;;
AJFERE;2;-;;
AJGUL;3;-;;
AJGYL;2;-;;
AJI;49;27,3;;
AJI FATOU;5;-;;
AJIA;2;-;;
AJIDA;3;-;;
AJIE;6;-;;
AJIFATOU;3;-;;
AJIN;18;28;;
AJISA;27;64,9;;
AJIT;2;-;;
AJITHA;5;-;;
AJKA;29;49,2;;
AJKUNA;8;-;;
AJKUNE;3;-;;
AJLA;655;17,6;;
AJLANA;8;-;;
AJLI;2;-;;
AJLIE;2;-;;
AJLIN;62;10,2;;
AJLINA;17;9,8;;
AJLINDA;3;-;;
AJLIS;2;-;;
AJMA;2;-;;
AJMAL;2;-;;
AJMANE;9;-;;
AJMON;2;-;;
AJMONE;10;61,6;;
AJNA;142;20,5;;
AJNE;5;-;;
AJNET;3;-;;
AJNIJA;2;-;;
AJNISHA;3;-;;
AJNISHAH;3;-;;
AJNO;2;-;;
AJNUR;12;35,9;;
AJOLA;2;-;;
AJRA;3;-;;
AJRIJA;12;60,2;;
AJRIJE;5;-;;
AJSA;132;35,5;;
AJSAN;2;-;;
AJSE;16;48,6;;
AJSEL;9;-;;
AJSELA;30;35,7;;
AJSENA;2;-;;
AJSER;2;-;;
AJSHA;16;27,8;;
AJSHE;72;46,7;;
AJSI;4;-;;
AJTAN;2;-;;
AJTEN;22;47,3;;
AJTENE;8;-;;
AJVI;3;-;;
AJWA;14;7,1;;
AJWAN;3;-;;
AKADIA;3;-;;
AKAL;2;-;;
AKANE;8;-;;
AKANKSHA;26;29,7;;
AKANSHA;8;-;;
AKAR;4;-;;
AKARI;9;-;;
AKASHA;3;-;;
AKBAL;12;52,9;;
AKBARET;4;-;;
AKBERET;154;42,2;;
AKBERT;2;-;;
AKBOTA;2;-;;
AKBRET;3;-;;
AKEBRET;2;-;;
AKEELA;3;-;;
AKELA;6;-;;
AKEMI;4;-;;
AKEZA;5;-;;
AKHBERET;3;-;;
AKHEENK;2;-;;
AKHI;4;-;;
AKHILA;21;29,5;;
AKHINK;3;-;;
AKHIRA;3;-;;
AKHLAS;17;46,1;;
AKHLASS;4;-;;
AKHONA;3;-;;
AKHTAR;36;58,8;;
AKHTER;3;-;;
AKI;20;41,9;;
AKIDA;2;-;;
AKIE;2;-;;
AKIKA;2;-;;
AKIKO;38;48,1;;
AKILA;25;38,4;;
AKILAH;3;-;;
AKILANDESWARI;2;-;;
AKIMA;3;-;;
AKIMUN;2;-;;
AKINA;5;-;;
AKINYI;4;-;;
AKIRA;20;10,7;;
AKISSI;2;-;;
AKKI;5;-;;
AKKIZ;4;-;;
AKLAS;2;-;;
AKLEEMA;3;-;;
AKLEJA;9;-;;
AKLIL;4;-;;
AKLIMA;6;-;;
AKMARAL;2;-;;
AKON;2;-;;
AKOSSIWA;2;-;;
AKOSUA;8;-;;
AKOUA;3;-;;
AKRAM;137;59,2;;
AKRAMALSADAT;3;-;;
AKRAMOLSADAT;4;-;;
AKRAMOSSADAT;2;-;;
AKRIN;2;-;;
AKRITI;3;-;;
AKSA;12;13;;
AKSANA;25;44,6;;
AKSANNA;2;-;;
AKSARAPHAK;2;-;;
AKSEL;3;-;;
AKSHADHA;3;-;;
AKSHARA;16;8;;
AKSHATA;9;-;;
AKSHATHA;6;-;;
AKSHAYA;27;21,9;;
AKSHI;2;-;;
AKSHITA;14;13,3;;
AKSINIYA;2;-;;
AKSORN;3;-;;
AKTER;6;-;;
AKUA;11;35,7;;
AKUNNA;2;-;;
AKUOL;8;-;;
AKVELINA;6;-;;
AKVILE;23;31,1;;
AKVILÉ;9;-;;
AKVILIJA;2;-;;
AKWATHTHAGE;2;-;;
AKWINDER;2;-;;
AKYLAI;2;-;;
AL;17;20,7;;
AL ZAHRA;2;-;;
ALA;210;32,6;;
ALA´;3;-;;
ALA´A;15;30,3;;
ALAA;1171;27,3;;
ALABINA;3;-;;
ALAE;19;16,9;;
ALAF;2;-;;
ALAHA;2;-;;
ALAI;3;-;;
ALAIA;10;12,8;;
ALAÏA;4;-;;
ALAILA;2;-;;
ALAINA;6;-;;
ALAINE;4;-;;
ALAÏS;2;-;;
ALAITZ;2;-;;
ALAIYA;3;-;;
ALAIZA;3;-;;
ALAKA;2;-;;
ALALEH;9;-;;
ALAM;6;-;;
ALAMERA;2;-;;
ALAMIRA;5;-;;
ALAN;17;34,8;;
ALANA;75;19,7;;
ALANAH;3;-;;
ALAND;3;-;;
ALANDA;2;-;;
ALANI;5;-;;
ALANIS;4;-;;
ALANKA;2;-;;
ALANNA;12;24,1;;
ALANNAH;9;-;;
ALANOOD;2;-;;
AL-ANOOD;4;-;;
ALANOUD;6;-;;
ALANTA;2;-;;
ALANUR;2;-;;
ALANYA;4;-;;
ALAQ;2;-;;
ALARA;46;10,9;;
ALARIA;2;-;;
ALASAN;3;-;;
ALASKA;15;14,9;;
ALATHEA;2;-;;
ALAV;3;-;;
ALAVI;2;-;;
ALAVIYEH;2;-;;
ALAWIA;7;-;;
ALAWIYA;2;-;;
ALAYA;25;10,3;;
ALAYAH;2;-;;
ALAYNA;15;10,2;;
ALAYT;3;-;;
ALAZ;2;-;;
ALBA;1582;9,2;;
ALBANA;152;34,2;;
ALBANE;13;27;;
ALBANË;4;-;;
ALBANIA;2;-;;
ALBATOL;7;-;;
ALBATOOL;3;-;;
ALBATOUL;15;19,9;;
ALBENA;28;44,3;;
ALBENITA;10;22,1;;
ALBERA;19;48;;
ALBERIJE;4;-;;
ALBERINA;28;24,2;;
ALBERITA;2;-;;
ALBERTA;36;36,1;;
ALBERTE;12;25,3;;
ALBERTHA;2;-;;
ALBERTHINA;2;-;;
ALBERTIN;2;-;;
ALBERTINA;104;31,1;;
ALBERTINE;9;-;;
ALBERTYNA;2;-;;
ALBESA;9;-;;
ALBESIANA;2;-;;
ALBIANA;4;-;;
ALBIJANA;3;-;;
ALBIJONA;9;-;;
ALBIKA;3;-;;
ALBIN;7;-;;
ALBINA;335;33,6;;
ALBINE;2;-;;
ALBINË;2;-;;
ALBINOTA;2;-;;
ALBIONA;41;20,6;;
ALBIONË;2;-;;
ALBIRA;2;-;;
ALBNORA;2;-;;
ALBOLENA;3;-;;
ALBULENA;138;30,6;;
ALBULENE;5;-;;
ALBULENË;4;-;;
ALCINA;2;-;;
ALCINDA;5;-;;
ALCIONE;4;-;;
ALCIRA;5;-;;
ALCY;6;-;;
ALDA;102;29,4;;
ALDANA;10;15,9;;
ALDE;119;9,6;;
ALDEA;2;-;;
ALDIANA;10;25,5;;
ALDIJANA;99;31,3;;
ALDINA;116;28,6;;
ALDINE;2;-;;
ALDIONA;2;-;;
ALDIS;12;25,7;;
ALDÍS;4;-;;
ALDIZA;2;-;;
ALDJIA;2;-;;
ALDONA;105;54,4;;
ALDORA;2;-;;
ALDRINA;3;-;;
ALE;6;-;;
ALEA;357;6,5;;
ALÉA;25;6,1;;
ALÈA;2;-;;
ALEAA;4;-;;
ALEAH;91;5,9;;
ALÉAH;6;-;;
ALEANDRA;3;-;;
ALEC;7;-;;
ALECIA;20;23,8;;
ALECSANDRA;7;-;;
ALECZANDRA;3;-;;
ALEE;2;-;;
ALEEA;2;-;;
ALEEAH;4;-;;
ALEEHA;2;-;;
ALEEK;2;-;;
ALEEMA;2;-;;
ALEEN;70;12;;
ALEENA;83;10,5;;
ALEES;2;-;;
ALEESA;2;-;;
ALEESHA;9;-;;
ALEEYA;6;-;;
ALEEYAH;4;-;;
ALEEZA;26;12,6;;
ALEEZAY;5;-;;
ALEFIYA;2;-;;
ALEGRA;7;-;;
ALEGRIA;6;-;;
ALEIA;24;9,6;;
ALEIAH;2;-;;
ALEIDA;22;42,8;;
ALEIJA;3;-;;
ALEIN;2;-;;
ALEINA;4;-;;
ALEISHA;3;-;;
ALEJA;17;6,4;;
ALEJANDRA;348;40,6;;
ALEJANDRIA;2;-;;
ALEJANDRINA;17;58,8;;
ALEJDY;2;-;;
ALEJNA;19;10,5;;
ALEK;3;-;;
ALEKA;2;-;;
ALEKHYA;8;-;;
ALEKS;2;-;;
ALEKSA;14;14,3;;
ALEKSANDRA;2070;34,5;;
ALEKSANDRINA;4;-;;
ALEKSIA;8;-;;
ALEKSIINA;2;-;;
ALEKSIJA;19;8,6;;
ALEKZANDRA;6;-;;
ALELI;3;-;;
ALEM;127;47,7;;
ALEMA;13;41,4;;
ALEMASH;3;-;;
ALEME;2;-;;
ALEMEH;2;-;;
ALEMKA;3;-;;
ALEMNESH;6;-;;
ALEMTSEHAY;21;47,5;;
ALEMTSHAY;2;-;;
ALEN;22;15,3;;
ALENA;377;41,6;;
ALËNA;2;-;;
ALENKA;28;55,1;;
ALENOUSH;2;-;;
ALENZIA;2;-;;
ALEONA;7;-;;
ALERIA;5;-;;
ALERO;3;-;;
ALES;3;-;;
ALESA;5;-;;
ALESANDRA;8;-;;
ALESAR;8;-;;
ALESHA;12;10,7;;
ALESIA;64;20,8;;
ALESIA MARIA;2;-;;
ALESJA;10;20,1;;
ALESS;2;-;;
ALESSA;71;6;;
ALESSANDRA;225;30,8;;
ALESSAR;4;-;;
ALESSI;3;-;;
ALESSIA;331;11,8;;
ALESSIA-MARIA;2;-;;
ALESYA;6;-;;
ALET;2;-;;
ALETA;7;-;;
ALETHE;2;-;;
ALETHEA;3;-;;
ALETTA;6;-;;
ALETTE;11;45,4;;
ALEV;35;37,4;;
ALEVTINA;17;54,1;;
ALEWYA;2;-;;
ALEX;372;22,1;;
ALEXA;152;16,3;;
ALEXANDARA;2;-;;
ALEXANDER;58;22,3;;
ALEXANDRA;13364;31;;
ALEXANDRA-ALINA;2;-;;
ALEXANDRA-ANDREEA;3;-;;
ALEXANDRA-CATALINA;3;-;;
ALEXANDRA-CRISTINA;2;-;;
ALEXANDRA-ELENA;6;-;;
ALEXANDRA-GABRIELA;2;-;;
ALEXANDRA-GIORGIANA;3;-;;
ALEXANDRA-IOANA;5;-;;
ALEXANDRA-MARIA;12;26,2;;
ALEXANDRA-MIHAELA;3;-;;
ALEXANDRA-NICOLETA;2;-;;
ALEXANDRIA;25;19,6;;
ALEXANDRINA;34;57,6;;
ALEXANDRINE;6;-;;
ALEXANE;2;-;;
ALEXE;2;-;;
ALEXI;22;18,2;;
ALEXIA;730;13,5;;
ALEXIE;9;-;;
ALEXINA;9;-;;
ALEXINE;5;-;;
ALEXIS;241;20;;
ALEXIZ;3;-;;
ALEXSANDRA;162;28,4;;
ALEXX;5;-;;
ALEXXA;2;-;;
ALEXY;3;-;;
ALEXZANDRA;64;30,2;;
ALEYA;59;8,5;;
ALÉYA;2;-;;
ALEYAH;34;5,3;;
ALEYDA;2;-;;
ALEYHA;2;-;;
ALEYNA;169;14,5;;
ALEZA;2;-;;
ALEZABET;2;-;;
ALEZABETH;3;-;;
ALFA;32;49;;
ALFAT;2;-;;
ALFDIS;2;-;;
ALFHEIDUR;2;-;;
ÁLFHEIDUR;2;-;;
ALFHILD;170;78,7;;
ALFI;5;-;;
ALFIA;10;49,7;;
ALFIE;2;-;;
ALFIRA;2;-;;
ALFIYA;10;26,1;;
ALFONSINA;7;-;;
ALFRED;2;-;;
ALFREDA;16;62,9;;
ALFRIDA;67;25,2;;
ALGA;2;-;;
ALGANESH;90;54,9;;
ALGANISH;6;-;;
ALGANSH;2;-;;
ALGHANESH;2;-;;
ALGI;6;-;;
ALGIE;2;-;;
ALGIMA;2;-;;
ALHAM;28;47,8;;
ALHAN;22;46,7;;
ALHANOUF;2;-;;
ALHENA;2;-;;
ALI;15;51,7;;
ALIA;501;29,9;;
ALIAA;61;34,6;;
ALIAH;24;21;;
ALIAKSANDRA;24;32,1;;
ALIANA;27;10,1;;
ALIANE;2;-;;
ALIANNA;3;-;;
ALIANNE;2;-;;
ALICA;39;23,4;;
ALICE;22158;18,8;;
ALICÉ;7;-;;
ALÍCE;4;-;;
ALICE ANDREA;2;-;;
ALICE JOHANNA;2;-;;
ALICE LOU;2;-;;
ALICEA;8;-;;
ALICE-FLORENTINA;2;-;;
ALICE-MARIE;2;-;;
ALICHA;14;18,9;;
ALICHIA;3;-;;
ALICI;4;-;;
ALICIA;11283;13,5;;
ALICÍA;2;-;;
ALÍCIA;2;-;;
ALICIAH;5;-;;
ALICIE;4;-;;
ALICIJA;11;15,7;;
ALICJA;674;45;;
ALICYA;2;-;;
ALIDA;324;27,7;;
ALIDE;15;40,7;;
ALIE;12;44,7;;
ALIEH;22;58,3;;
ALIEKSANDRA;2;-;;
ALIEN;4;-;;
ALIÉNOR;3;-;;
ALIES;3;-;;
ALIESHA;2;-;;
ALIETTE;9;-;;
ALIF;3;-;;
ALIFA;6;-;;
ALIHA;11;10,8;;
ALIIA;6;-;;
ALIIDE;3;-;;
ALIINA;15;24,1;;
ALIISA;15;34,3;;
ALIJA;50;47,2;;
ALIJAH;2;-;;
ALIJANA;9;-;;
ALIJE;22;45,5;;
ALIK;4;-;;
ALIKA;5;-;;
ALIKI;48;35,9;;
ALIM;2;-;;
ALIMA;48;26,7;;
ALIMAA;3;-;;
ALIMAH;5;-;;
ALIMAR;8;-;;
ALIMATA;2;-;;
ALIMATOU;8;-;;
ALIMATU;2;-;;
ALIME;6;-;;
ALIN;229;14,6;;
ALINA;2815;21,7;;
ALINA-ALEXANDRA;2;-;;
ALINA-CRISTINA;2;-;;
ALINA-DORIANA;2;-;;
ALINA-GEORGIANA;2;-;;
ALINAH;10;12;;
ALINA-IOANA;3;-;;
ALINA-MARIA;6;-;;
ALINA-MIHAELA;4;-;;
ALINA-OANA;2;-;;
ALINDA;31;30,1;;
ALINDE;56;25,9;;
ALINE;542;23,3;;
ALINEA;4;-;;
ALINI;2;-;;
ALINIA;2;-;;
ALINIE;2;-;;
ALINN;10;21,6;;
ALINNA;2;-;;
ALINNE;25;14,1;;
ALINSON;2;-;;
ALINTA;2;-;;
ALIONA;38;37,3;;
ALIRA;3;-;;
ALIS;39;37,4;;
ALISA;843;20,9;;
ALISAR;71;20,5;;
ALISARA;3;-;;
ALISE;103;26,3;;
ALISHA;184;12;;
ALISHAH;4;-;;
ALISHAY;2;-;;
ALISHBA;27;14,1;;
ALISHIA;7;-;;
ALISIA;118;12,5;;
ALISIJA;8;-;;
ALISJA;2;-;;
ALISON;166;35;;
ALISRA;2;-;;
ALISS;10;11,7;;
ALISSA;555;9,9;;
ALISSAR;27;22,9;;
ALISSE;2;-;;
ALISSIA;10;22,4;;
ALISSON;14;23,4;;
ALISYA;6;-;;
ALITA;35;18,7;;
ALIUSKA;2;-;;
ALIVIA;48;5,9;;
ALIWIA;2;-;;
ALIX;24;19,4;;
ALIXANDRA;4;-;;
ALIYA;348;15,1;;
ALIYAA;2;-;;
ALIYAH;227;10,3;;
ALIYAM;2;-;;
ALIYANA;9;-;;
ALIYE;21;49;;
ALIYEH;7;-;;
ALIYO;11;21,3;;
ALIYYA;2;-;;
ALIZ;30;27,9;;
ALIZA;119;18;;
ALIZABET;3;-;;
ALIZAH;8;-;;
ALIZE;35;15,5;;
ALIZÉ;6;-;;
ALIZEE;3;-;;
ALIZÉE;10;18,8;;
ALIZEH;4;-;;
ALIZIA;107;13,5;;
ALIZZA;12;10,8;;
ALJA;15;48,2;;
ALJBINA;3;-;;
ALJIJE;2;-;;
ALJONA;23;35,6;;
ALKA;22;44,5;;
ALKE;2;-;;
ALKETA;40;25;;
ALKISTI;2;-;;
ALKISTIS;4;-;;
ALKMINI;6;-;;
ALKSANDRA;2;-;;
ALLA;213;50;;
ALLAA;16;24,5;;
ALLAMA;2;-;;
ALLAN;2;-;;
ALLANA;4;-;;
ALLAYA;2;-;;
ALLE;5;-;;
ALLEA;4;-;;
ALLÉA;3;-;;
ALLEGRA;28;15;;
ALLEN;16;25,2;;
ALLENE;3;-;;
ALLERIA;2;-;;
ALLEXANDRA;2;-;;
ALLEY;2;-;;
ALLEYAH;2;-;;
ALLI;178;63,3;;
ALLIA;8;-;;
ALLIANA;2;-;;
ALLIANCE;4;-;;
ALLICE;9;-;;
ALLIE;319;12,6;;
ALLIEN;2;-;;
ALLIN;6;-;;
ALLINA;6;-;;
ALLINE;3;-;;
ALLIS;398;24;;
ALLISA;3;-;;
ALLISHA;2;-;;
ALLISON;131;22,2;;
ALLISS;2;-;;
ALLISSA;3;-;;
ALLISSON;3;-;;
ALLIYA;3;-;;
ALLIYAH;5;-;;
ALLIZ;6;-;;
ALLMA;9;-;;
ALLMIRA;3;-;;
ALLTANE;2;-;;
ALLVI;3;-;;
ALLY;565;29,6;;
ALLYN;3;-;;
ALLYNE;2;-;;
ALLYSON;19;29,7;;
ALLYSSA;3;-;;
ALMA;12876;14,7;;
ÁLMA;3;-;;
ALMA LO;4;-;;
ALMA MARIA;4;-;;
ALMAAS;35;4,2;;
ALMADINA;2;-;;
ALMAGUL;3;-;;
ALMAH;4;-;;
ALMAIDA;2;-;;
ALMA-LI;8;-;;
ALMA-LINN;2;-;;
ALMA-LOUISE;2;-;;
ALMA-MIA;3;-;;
ALMANTE;2;-;;
ALMARA;2;-;;
ALMAS;126;25,6;;
ALMASA;61;47,9;;
ALMA-SOFIA;3;-;;
ALMASS;3;-;;
ALMASSA;2;-;;
ALMAST;2;-;;
ALMAZ;309;47,3;;
ALMAZA;16;46,8;;
ALMAZE;5;-;;
ALMAZEH;2;-;;
ALMEDINA;146;30,1;;
ALMEIDA;4;-;;
ALMENDRA;7;-;;
ALMERA;6;-;;
ALMETA;2;-;;
ALMI;3;-;;
ALMIDA;29;20,2;;
ALMIJA;2;-;;
ALMILA;4;-;;
ALMINA;154;21,6;;
ALMINKA;2;-;;
ALMIRA;206;31,3;;
ALMIRE;6;-;;
ALMISA;2;-;;
ALMITA;2;-;;
ALMUDENA;11;26,3;;
ALMUT;14;63,3;;
ALMUTH;6;-;;
ALMY;8;-;;
ALNA;5;-;;
ALOBA;2;-;;
ALODIA;3;-;;
ALOISA;2;-;;
ALOISIA;5;-;;
ALOJZIJA;5;-;;
ALOMA;6;-;;
ALONA;82;35;;
ALONDRA;33;20,2;;
ALORA;13;3,9;;
ALPA;3;-;;
ALPANA;5;-;;
ALPHA;12;33,6;;
ALPHONSINE;10;42;;
ALPINA;5;-;;
ALREEM;3;-;;
ALRUN;2;-;;
ALSAFA;2;-;;
ALSARA;2;-;;
ALSI;2;-;;
ALSIE;3;-;;
ALSIRA;2;-;;
ALSOU;2;-;;
ALSU;8;-;;
ALSY;10;81,6;;
ALTAF;10;38,8;;
ALTAGRACIA;5;-;;
ALTANA;5;-;;
ALTANCHIMEG;10;45,2;;
ALTANGEREL;3;-;;
ALTANSUVD;2;-;;
ALTANTSETSEG;16;46,6;;
ALTANTUUL;2;-;;
ALTANTUYA;20;44,9;;
ALTANZUL;12;32,6;;
ALTEA;62;12,4;;
ALTEJA;2;-;;
ALTENA;3;-;;
ALTHAEA;2;-;;
ALTHEA;168;11,7;;
ALTHÉA;5;-;;
ALTHIA;2;-;;
ALTIANA;4;-;;
ALTIJANA;6;-;;
ALTIN;2;-;;
ALTINA;81;16,1;;
ALTINAY;3;-;;
ALTINË;2;-;;
ALTNA;2;-;;
ALTRINA;5;-;;
ALTUN;9;-;;
ALTUNA;2;-;;
ALTYN;5;-;;
ALTYNAI;3;-;;
ALTYNAY;2;-;;
ALUAL;2;-;;
ALUEL;3;-;;
ALUMA;2;-;;
ALUNA;4;-;;
ALUNGOO;2;-;;
ALVA;15580;16;;
ALVA LISA;2;-;;
ALVA MARIA;2;-;;
ALVAH;3;-;;
ALVA-LEE;2;-;;
ALVALI;3;-;;
ALVA-LI;19;12,4;;
ALVALIE;8;-;;
ALVA-LII;2;-;;
ALVALINA;2;-;;
ALVA-LINNÉA;2;-;;
ALVA-LO;2;-;;
ALVA-LOTTA;2;-;;
ALVA-LOUISE;3;-;;
ALVA-MARIA;5;-;;
ALVARD;4;-;;
ALVART;3;-;;
ALVE;3;-;;
ALVEA;2;-;;
ALVEENA;15;13,4;;
ALVEERA;4;-;;
ALVERA;4;-;;
ALVHILD;10;48,4;;
ALVI;93;44,6;;
ALVIA;12;16,5;;
ALVIDA;60;15,4;;
ALVIE;12;21,8;;
ALVILDA;5;-;;
ALVILDE;11;14,6;;
ALVIN;5;-;;
ALVINA;384;13,8;;
ALVINDA;2;-;;
ALVINE;17;25,5;;
ALVIRA;37;8,5;;
ALVIS;6;-;;
ALVISA;2;-;;
ALVIVA;2;-;;
ALVORA;3;-;;
ALVY;26;47,6;;
ALVYDA;4;-;;
ALWA;452;11,8;;
ALWAH;2;-;;
ALWAN;9;-;;
ALWAND;3;-;;
ALWINA;16;9,3;;
ALWINDRA;2;-;;
ALWINE;6;-;;
ALWIRA;4;-;;
ALYA;149;26,7;;
ALYAA;78;34,7;;
ALYAANAH;2;-;;
ALYAH;7;-;;
ALYAMAMA;11;15,2;;
ALYAN;4;-;;
ALYANA;9;-;;
ALYANNA;3;-;;
ALYASAR;3;-;;
ALYCE;5;-;;
ALYCIA;12;14,3;;
ALYEH;2;-;;
ALYIA;3;-;;
ALYN;4;-;;
ALYNA;7;-;;
ALYNE;5;-;;
ALYONA;13;31,9;;
ALYS;5;-;;
ALYSA;2;-;;
ALYSAR;2;-;;
ALYSE;2;-;;
ALYSEA;2;-;;
ALYSHA;9;-;;
ALYSIA;4;-;;
ALYSON;8;-;;
ALYSS;2;-;;
ALYSSA;204;14,6;;
ALYSSIA;6;-;;
ALYX;2;-;;
ALYXANDRA;2;-;;
ALZA;2;-;;
ALZAHRA;9;-;;
AL-ZAHRA;2;-;;
ALZAHRAA;16;18,5;;
ALZBETA;26;42,7;;
ALZHANAT;2;-;;
ALZIRA;8;-;;
ALÖNA;2;-;;
AM;6;-;;
AMA;20;33,4;;
AMAAL;122;27,6;;
AMAANI;12;11,9;;
AMAAYA;2;-;;
AMABEL;3;-;;
AMAD;4;-;;
AMADA;9;-;;
AMADEA;13;15,4;;
AMADEUS;3;-;;
AMAI;2;-;;
AMAIA;30;10,5;;
AMAIRA;14;4;;
AMAJLA;3;-;;
AMAKA;6;-;;
AMAL;1951;37,3;;
AMALA;5;-;;
AMALE;15;55,7;;
AMALEED;4;-;;
AMALI;12;27,6;;
AMALIA;850;23,8;;
AMÁLIA;5;-;;
AMALIE;78;24,1;;
AMÁLIE;2;-;;
AMALIIA;4;-;;
AMALIJA;12;51,4;;
AMALIN;2;-;;
AMALIYA;9;-;;
AMALJA;2;-;;
AMALL;7;-;;
AMALTEA;3;-;;
AMALTHEA;9;-;;
AMALY;3;-;;
AMALYA;7;-;;
AMAMA;2;-;;
AMAN;33;33,6;;
AMANA;14;22,6;;
AMANAH;6;-;;
AMANAT;3;-;;
AMANDA;24608;24;;
AMANDA LOUISE;2;-;;
AMANDA MY;2;-;;
AMANDAH;8;-;;
AMANDA-LINN;2;-;;
AMANDA-MARIA;2;-;;
AMANDA-MY;3;-;;
AMANDA-NICOLE;2;-;;
AMANDEEP;33;36;;
AMANDHA;19;29,6;;
AMANDINE;44;24,6;;
AMANDIP;3;-;;
AMANDLA;2;-;;
AMANDUS;2;-;;
AMANE;24;30,4;;
AMANEE;2;-;;
AMANEH;7;-;;
AMANET;2;-;;
AMANI;665;28,9;;
AMANIE;4;-;;
AMANJ;5;-;;
AMANJOT;2;-;;
AMANNI;2;-;;
AMANPREET;8;-;;
AMANTA;3;-;;
AMANTIA;2;-;;
AMANTINA;2;-;;
AMANUELLA;2;-;;
AMANY;65;31,8;;
AMAPOLA;5;-;;
AMAR;99;17,5;;
AMARA;98;24,2;;
AMARACHI;13;8,2;;
AMARACHUKWU;3;-;;
AMARAH;7;-;;
AMARANTA;2;-;;
AMARAPORN;3;-;;
AMARBAYASGALAN;3;-;;
AMARDA;3;-;;
AMARECH;9;-;;
AMARELA;4;-;;
AMARELLA;2;-;;
AMARESH;4;-;;
AMARI;3;-;;
AMARIA;4;-;;
AMARILDA;7;-;;
AMARILIS;6;-;;
AMARIN;3;-;;
AMARINS;2;-;;
AMARIS;14;10,9;;
AMARISA;2;-;;
AMARJARGAL;8;-;;
AMARJEET;6;-;;
AMARJIT;6;-;;
AMARLIN;2;-;;
AMARTUVSHIN;3;-;;
AMARU;3;-;;
AMARYLLIS;13;8,3;;
AMARZAYA;3;-;;
AMASHA;2;-;;
AMAT;3;-;;
AMATA;3;-;;
AMATALLAH;2;-;;
AMATILLAH;2;-;;
AMATUL;4;-;;
AMATULLAH;7;-;;
AMAVI;2;-;;
AMAYA;133;9,6;;
AMAYAH;19;8;;
AMAYRA;4;-;;
AMAZING;4;-;;
AMAZONA;2;-;;
AMBA;3;-;;
AMBAR;14;25,2;;
ÁMBAR;3;-;;
AMBARA;2;-;;
AMBAREEN;2;-;;
AMBARO;8;-;;
AMBEL;3;-;;
AMBELA;2;-;;
AMBER;252;20,9;;
AMBERLE;2;-;;
AMBERLEE;2;-;;
AMBERLY;2;-;;
AMBERLYNN;2;-;;
AMBIA;3;-;;
AMBIKA;14;36;;
AMBILI;2;-;;
AMBIO;4;-;;
AMBIYO;5;-;;
AMBLA;4;-;;
AMBRA;40;18,9;;
AMBRE;6;-;;
AMBREEN;26;32,5;;
AMBRIN;2;-;;
AMBRINA;2;-;;
AMBRITT;5;-;;
AMBROSIA;3;-;;
AMCHA;3;-;;
AMEA;4;-;;
AMEAH;2;-;;
AMEDEEA;2;-;;
AMEEN;2;-;;
AMEENA;36;33,8;;
AMEENAH;3;-;;
AMEERA;90;42,7;;
AMEERAH;18;28,5;;
AMEESHA;2;-;;
AMEI;2;-;;
AMEINA;3;-;;
AMEIRA;4;-;;
AMEJA;3;-;;
AMEL;245;40,5;;
AMELA;655;36,4;;
AMELDA;5;-;;
AMELDINA;2;-;;
AMELEA;2;-;;
AMELEE;2;-;;
AMELEWORK;4;-;;
AMELI;99;33,1;;
AMELIA;3310;12,4;;
AMÉLIA;14;21,3;;
AMELIA MAJA;2;-;;
AMELIAH;2;-;;
AMELIA-MAY;2;-;;
AMELIE;1951;24,8;;
AMELIÉ;16;21,1;;
AMÉLIE;291;12,8;;
AMELIIA;3;-;;
AMELIJA;33;7,1;;
AMELIKA;2;-;;
AMELIN;2;-;;
AMELINA;13;18,1;;
AMELINDA;3;-;;
